game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2023_W15_TOR,2023-09-15,2023,15,CFL,TOR,MTL,,,,,0.0,-2.0,1.0,0.0,30.0,,
SYNTHETIC_CFL_2023_W16_TOR,2023-09-23,2023,16,CFL,HAM,TOR,,0.0,,,0.0,26.0,3.0,0.0,43.0,0.0,1.0
SYNTHETIC_CFL_2023_W17_TOR,2023-09-29,2023,17,CFL,TOR,WPG,,,,,0.0,7.0,3.0,0.0,8.0,,
SYNTHETIC_CFL_2023_W18_TOR,2023-10-06,2023,18,CFL,EDM,TOR,,,,,,,,1.0,26.0,,
SYNTHETIC_CFL_2023_W19_TOR,2023-10-14,2023,19,CFL,OTT,TOR,,,,,0.0,33.0,3.0,1.0,19.0,,
SYNTHETIC_CFL_2023_W20_TOR,2023-10-21,2023,20,CFL,TOR,SSK,,,,,0.0,0.0,0.0,0.0,9.0,,
SYNTHETIC_CFL_2023_W21_TOR,2023-10-28,2023,21,CFL,TOR,OTT,,,,,,,,1.0,-1.0,,
SYNTHETIC_CFL_2024_W1_TOR,2024-06-09,2024,1,CFL,BC,TOR,,,,,,,,,-1.0,,
SYNTHETIC_CFL_2024_W3_TOR,2024-06-22,2024,3,CFL,EDM,TOR,1.0,,0.0,0.0,0.0,10.0,1.0,1.0,50.0,,
SYNTHETIC_CFL_2024_W4_TOR,2024-06-28,2024,4,CFL,MTL,TOR,,,,,0.0,23.0,2.0,0.0,16.0,,
SYNTHETIC_CFL_2024_W5_TOR,2024-07-04,2024,5,CFL,TOR,SSK,,,,,0.0,6.0,1.0,0.0,-1.0,,
SYNTHETIC_CFL_2024_W6_TOR,2024-07-11,2024,6,CFL,TOR,MTL,,,,,0.0,19.0,3.0,1.0,14.0,,
SYNTHETIC_CFL_2024_W7_TOR,2024-07-20,2024,7,CFL,TOR,HAM,,,,,0.0,3.0,1.0,0.0,4.0,,
SYNTHETIC_CFL_2024_W8_TOR,2024-07-27,2024,8,CFL,WPG,TOR,,,,,,,,0.0,4.0,,
SYNTHETIC_CFL_2024_W9_TOR,2024-08-04,2024,9,CFL,TOR,CGY,,,,,0.0,14.0,3.0,,,,
SYNTHETIC_CFL_2024_W10_TOR,2024-08-09,2024,10,CFL,CGY,TOR,,,,,0.0,16.0,1.0,0.0,11.0,,
SYNTHETIC_CFL_2024_W12_TOR,2024-08-22,2024,12,CFL,SSK,TOR,,,,,0.0,-1.0,1.0,0.0,1.0,,
SYNTHETIC_CFL_2024_W13_TOR,2024-09-02,2024,13,CFL,TOR,HAM,,,,,0.0,43.0,3.0,,,,
SYNTHETIC_CFL_2024_W14_TOR,2024-09-07,2024,14,CFL,TOR,OTT,,,,,0.0,3.0,2.0,,,,
SYNTHETIC_CFL_2024_W15_TOR,2024-09-13,2024,15,CFL,TOR,BC,,,,,0.0,19.0,2.0,0.0,22.0,,
SYNTHETIC_CFL_2024_W16_TOR,2024-09-20,2024,16,CFL,HAM,TOR,,,,,0.0,3.0,1.0,0.0,29.0,,
SYNTHETIC_CFL_2024_W17_TOR,2024-09-28,2024,17,CFL,MTL,TOR,,,,,0.0,7.0,2.0,1.0,67.0,,
SYNTHETIC_CFL_2024_W19_TOR,2024-10-11,2024,19,CFL,TOR,WPG,,,,,0.0,33.0,3.0,0.0,22.0,,
SYNTHETIC_CFL_2024_W20_TOR,2024-10-19,2024,20,CFL,OTT,TOR,,,,,0.0,7.0,1.0,0.0,14.0,,
SYNTHETIC_CFL_2024_W21_TOR,2024-10-25,2024,21,CFL,TOR,EDM,,,,,1.0,32.0,3.0,1.0,35.0,,
SYNTHETIC_CFL_2025_W1_TOR,2025-06-06,2025,1,CFL,TOR,MTL,,,,,0.0,19.0,3.0,0.0,14.0,,
SYNTHETIC_CFL_2025_W2_TOR,2025-06-14,2025,2,CFL,CGY,TOR,,,,,,,,0.0,2.0,,
SYNTHETIC_CFL_2025_W7_TOR,2025-07-17,2025,7,CFL,TOR,MTL,,,,,0.0,35.0,4.0,1.0,32.0,,
SYNTHETIC_CFL_2025_W8_TOR,2025-07-26,2025,8,CFL,WPG,TOR,,,,,0.0,0.0,0.0,0.0,34.0,,
SYNTHETIC_CFL_2025_W9_TOR,2025-08-01,2025,9,CFL,TOR,WPG,,,,,0.0,0.0,0.0,0.0,5.0,,
SYNTHETIC_CFL_2025_W10_TOR,2025-08-09,2025,10,CFL,OTT,TOR,,,,,0.0,41.0,6.0,0.0,30.0,,
SYNTHETIC_CFL_2025_W11_TOR,2025-08-15,2025,11,CFL,TOR,EDM,,,,,0.0,21.0,4.0,0.0,12.0,,
SYNTHETIC_CFL_2025_W12_TOR,2025-08-23,2025,12,CFL,BC,TOR,,,,,0.0,14.0,1.0,0.0,7.0,,
SYNTHETIC_CFL_2025_W16_TOR,2025-09-19,2025,16,CFL,MTL,TOR,,,,,,,,0.0,0.0,,
SYNTHETIC_CFL_2025_W17_TOR,2025-09-26,2025,17,CFL,TOR,BC,,,,,,,,0.0,14.0,,
SYNTHETIC_CFL_2025_W20_TOR,2025-10-18,2025,20,CFL,TOR,CGY,,,,,,,,0.0,6.0,,
