game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_tds,int_avg,int_long,int_yards,pass_defended,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_8_2_T3ARIZONARATTLERSG20260802OJNP@T2VEGASKNIGHTHAWKS,2026-08-02,2026,,IFL,#3 Arizona Rattlers,#2 Vegas Knight Hawks,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
FOOTBALL_IFL_2026_6_27_TSANANTONIOGUNSLINGERSG2026062743BQ@TVEGASKNIGHTHAWKS,2026-06-27,2026,16,IFL,San Antonio Gunslingers,Vegas Knight Hawks,0.0,,,,,,,1.0,1.0,,
FOOTBALL_IFL_2026_7_5_TVEGASKNIGHTHAWKSG20260705XNDJ@TNEWMEXICOCHUPACABRAS,2026-07-05,2026,17,IFL,Vegas Knight Hawks,New Mexico Chupacabras,1.0,,,,,,1.0,4.0,5.0,1.0,0.0
FOOTBALL_IFL_2026_7_12_TSANDIEGOSTRIKEFORCEG20260712LE28@TVEGASKNIGHTHAWKS,2026-07-12,2026,18,IFL,San Diego Strike Force,Vegas Knight Hawks,2.0,,,,,,2.0,2.0,4.0,,
FOOTBALL_IFL_2026_7_25_TNAZWRANGLERSG20260725S86X@TVEGASKNIGHTHAWKS,2026-07-25,2026,20,IFL,NAZ Wranglers,Vegas Knight Hawks,0.0,,,,,,,3.0,3.0,,
