game_id,date,season,week,league,away,home,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_AF1_2026_4_12_T584761G1168201@T612138,2026-04-13,2026,1,AF1,Beaumont Renegades,Oceanside Bombers,7.0,14.0,0.0,0.0,0.0,22.0,3.0,,,,,,,
SYNTHETIC_50YARD_2026_W1_OCEANSIDEBOMBERS,2026-05-03,2026,1,50YARD,Minnesota Monsters,Oceanside Bombers,,,,,1.0,29.0,3.0,,,,,,,
FOOTBALL_AF1_2026_4_19_T612138G1168205@T584747,2026-04-19,2026,2,AF1,Oceanside Bombers,Kentucky Barrels,11.0,28.0,0.0,0.0,0.0,100.0,9.0,,,,,,,
FOOTBALL_AF1_2026_4_26_T612138G1168208@T584761,2026-04-26,2026,3,AF1,Oceanside Bombers,Beaumont Renegades,23.0,45.0,0.0,0.0,1.0,90.0,4.0,20.0,20.0,0.0,1.0,0.0,0.0,20.0
SYNTHETIC_50YARD_2026_W3_OCEANSIDEBOMBERS,2026-05-16,2026,3,50YARD,OCEANSIDE BOMBERS,NASHVILLE KATS,,,,,3.0,86.0,5.0,,,,,,,
FOOTBALL_AF1_2026_5_3_T602555G1168214@T612138,2026-05-04,2026,4,AF1,Minnesota Monsters,Oceanside Bombers,10.0,0.0,0.0,0.0,1.0,29.0,3.0,,,,,,,
FOOTBALL_AF1_2026_5_16_T612138G1168221@T584637,2026-05-16,2026,6,AF1,Oceanside Bombers,Nashville Kats,17.0,31.0,0.0,0.0,3.0,86.0,5.0,,,,,,,
