game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W1_CGY,,,1,CFL,,,,0.0,23.0,2.0,,,,
SYNTHETIC_CFL_W3_CGY,,,3,CFL,,,,0.0,77.0,4.0,,,,
SYNTHETIC_CFL_W5_CGY,,,5,CFL,,,,0.0,13.0,2.0,,,,
SYNTHETIC_CFL_W6_CGY,,,6,CFL,,,,1.0,82.0,4.0,,,,
SYNTHETIC_CFL_W8_CGY,,,8,CFL,,,,0.0,74.0,5.0,,,,
SYNTHETIC_CFL_W9_CGY,,,9,CFL,,,,0.0,50.0,5.0,0.0,3.0,,
SYNTHETIC_CFL_W10_CGY,,,10,CFL,,,,0.0,27.0,4.0,0.0,11.0,,
SYNTHETIC_CFL_W11_CGY,,,11,CFL,,,,0.0,55.0,6.0,,,,
SYNTHETIC_CFL_W12_CGY,,,12,CFL,,,,0.0,68.0,6.0,,,,
SYNTHETIC_CFL_W15_CGY,,,15,CFL,,,,0.0,67.0,8.0,,,,
SYNTHETIC_CFL_W16_CGY,,,16,CFL,,,,0.0,12.0,3.0,0.0,19.0,,
SYNTHETIC_CFL_W17_CGY,,,17,CFL,,,,1.0,43.0,4.0,,,,
SYNTHETIC_CFL_W19_CGY,,,19,CFL,,,,0.0,62.0,7.0,0.0,9.0,,
SYNTHETIC_CFL_W20_CGY,,,20,CFL,,,,0.0,28.0,3.0,,,,
SYNTHETIC_CFL_2023_W1_CGY,,2023,1,CFL,,,,0.0,30.0,6.0,0.0,7.0,,
SYNTHETIC_CFL_2023_W2_CGY,,2023,2,CFL,,,,0.0,141.0,8.0,,,,
SYNTHETIC_CFL_2023_W5_CGY,,2023,5,CFL,,,,0.0,51.0,4.0,,,,
SYNTHETIC_CFL_2023_W6_CGY,,2023,6,CFL,,,,0.0,92.0,3.0,,,,
SYNTHETIC_CFL_2023_W7_CGY,,2023,7,CFL,,,,0.0,80.0,7.0,,,,
SYNTHETIC_CFL_2023_W8_CGY,,2023,8,CFL,,,,0.0,102.0,8.0,,,,
SYNTHETIC_CFL_2023_W9_CGY,,2023,9,CFL,,,,0.0,30.0,3.0,,,,
SYNTHETIC_CFL_2023_W10_CGY,,2023,10,CFL,,,,0.0,33.0,4.0,,,,
SYNTHETIC_CFL_2023_W11_CGY,,2023,11,CFL,,,,0.0,41.0,2.0,,,,
SYNTHETIC_CFL_2023_W12_CGY,,2023,12,CFL,,,,2.0,203.0,9.0,,,,
SYNTHETIC_CFL_2023_W13_CGY,,2023,13,CFL,,,,0.0,49.0,6.0,,,,
SYNTHETIC_CFL_2023_W14_CGY,,2023,14,CFL,,,,1.0,56.0,5.0,,,,
SYNTHETIC_CFL_2023_W16_CGY,,2023,16,CFL,,,0.0,1.0,109.0,13.0,,,0.0,1.0
SYNTHETIC_CFL_2023_W17_CGY,,2023,17,CFL,,,,0.0,25.0,4.0,0.0,6.0,,
SYNTHETIC_CFL_2023_W20_CGY,,2023,20,CFL,,,,1.0,66.0,4.0,,,,
SYNTHETIC_CFL_2024_W1_CGY,,2024,1,CFL,,,,0.0,45.0,4.0,,,,
SYNTHETIC_CFL_2024_W2_CGY,,2024,2,CFL,,,,1.0,22.0,2.0,,,,
SYNTHETIC_CFL_2024_W4_CGY,,2024,4,CFL,,,,0.0,50.0,7.0,,,,
SYNTHETIC_CFL_2024_W5_CGY,,2024,5,CFL,,,,1.0,21.0,4.0,,,,
SYNTHETIC_CFL_2024_W6_CGY,,2024,6,CFL,,,,0.0,62.0,3.0,,,,
SYNTHETIC_CFL_2024_W7_CGY,,2024,7,CFL,,,,1.0,52.0,7.0,,,,
SYNTHETIC_CFL_2024_W8_CGY,,2024,8,CFL,,,,0.0,24.0,3.0,,,,
SYNTHETIC_CFL_2024_W9_CGY,,2024,9,CFL,,,,0.0,97.0,8.0,,,,
SYNTHETIC_CFL_2024_W10_CGY,,2024,10,CFL,,,,0.0,104.0,8.0,,,,
SYNTHETIC_CFL_2024_W11_CGY,,2024,11,CFL,,,,0.0,92.0,4.0,,,,
SYNTHETIC_CFL_2024_W13_CGY,,2024,13,CFL,,,,0.0,118.0,7.0,,,,
SYNTHETIC_CFL_2024_W14_CGY,,2024,14,CFL,,,,0.0,123.0,8.0,,,,
SYNTHETIC_CFL_2024_W15_CGY,,2024,15,CFL,,,,0.0,68.0,7.0,,,,
SYNTHETIC_CFL_2024_W16_CGY,,2024,16,CFL,,,,0.0,43.0,4.0,,,,
SYNTHETIC_CFL_2024_W18_CGY,,2024,18,CFL,,,,1.0,73.0,4.0,,,,
SYNTHETIC_CFL_2024_W19_CGY,,2024,19,CFL,,,,0.0,79.0,5.0,,,,
SYNTHETIC_CFL_2024_W20_CGY,,2024,20,CFL,,,,0.0,39.0,4.0,,,,
SYNTHETIC_CFL_2024_W21_CGY,,2024,21,CFL,,,,0.0,38.0,3.0,,,,
SYNTHETIC_CFL_2025_W1_CGY,,2025,1,CFL,,,,0.0,58.0,5.0,,,,
SYNTHETIC_CFL_2025_W2_CGY,,2025,2,CFL,,,,0.0,7.0,1.0,,,,
