game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2021-10-16-1283023,2021-10-16,2021,1,T20I,Seychelles,Ghana,26.0,3.0,0.0,5.0,30.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2021-10-17-1283025,2021-10-17,2021,1,T20I,Lesotho,Seychelles,5.0,0.0,1.0,5.0,7.0,1.0,18.0,0.0,0.0,25.0,0.0,0.0,,1.0
cricket-t20i-2021-10-20-1283033,2021-10-20,2021,1,T20I,Malawi,Seychelles,18.0,0.0,0.0,5.0,9.0,0.0,24.0,0.0,1.0,32.0,0.0,4.0,,1.0
cricket-t20i-2021-10-20-1283035,2021-10-20,2021,1,T20I,Swaziland,Seychelles,,,,,,,12.0,0.0,0.0,19.0,2.0,0.0,,1.0
cricket-t20i-2021-10-22-1283041,2021-10-22,2021,1,T20I,Uganda,Seychelles,17.0,0.0,0.0,5.0,6.0,0.0,,,,,,,,1.0
cricket-t20i-2022-11-17-1343743,2022-11-17,2022,1,T20I,Botswana,Seychelles,,,,,,,12.0,0.0,0.0,26.0,0.0,2.0,,1.0
cricket-t20i-2022-11-18-1343747,2022-11-18,2022,1,T20I,Seychelles,Mali,18.0,1.0,1.0,5.0,19.0,0.0,,,,,,,,1.0
cricket-t20i-2022-11-24-1343761,2022-11-24,2022,1,T20I,Rwanda,Seychelles,18.0,0.0,0.0,5.0,3.0,0.0,,,,,,,,1.0
cricket-t20i-2026-03-24-1526842,2026-03-24,2026,1,T20I,Seychelles,Ghana,4.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,15.0,0.0,1.0,,1.0
cricket-t20i-2026-03-27-1526848,2026-03-27,2026,1,T20I,Tanzania,Seychelles,11.0,0.0,0.0,7.0,3.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,,1.0
cricket-t20i-2026-03-28-1526850,2026-03-28,2026,1,T20I,Seychelles,Malawi,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,,1.0
