game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-odi-2008-11-12-374059,2008-11-12,2008,1,ODI,Pakistan,West Indies,,,,,,,54.0,0.0,0.0,47.0,3.0,1.0,1.0
cricket-odi-2008-11-14-374060,2008-11-14,2008,1,ODI,Pakistan,West Indies,2.0,0.0,0.0,11.0,0.0,0.0,60.0,0.0,0.0,35.0,1.0,0.0,1.0
cricket-t20i-2008-12-26-366707,2008-12-26,2008,1,T20I,New Zealand,West Indies,,,,,,,24.0,0.0,1.0,32.0,1.0,1.0,1.0
cricket-t20i-2008-12-28-366708,2008-12-28,2008,1,T20I,New Zealand,West Indies,,,,,,,12.0,0.0,0.0,14.0,0.0,0.0,1.0
cricket-odi-2009-03-22-352666,2009-03-22,2009,1,ODI,West Indies,England,,,,,,,36.0,0.0,0.0,31.0,1.0,0.0,1.0
cricket-odi-2009-03-27-352667,2009-03-27,2009,1,ODI,West Indies,England,,,,,,,54.0,5.0,0.0,21.0,1.0,1.0,1.0
cricket-odi-2009-03-29-352668,2009-03-29,2009,1,ODI,West Indies,England,12.0,2.0,1.0,11.0,11.0,0.0,12.0,0.0,0.0,24.0,0.0,1.0,1.0
cricket-odi-2009-06-26-377313,2009-06-26,2009,1,ODI,West Indies,India,2.0,0.0,1.0,11.0,0.0,0.0,54.0,0.0,1.0,62.0,1.0,1.0,1.0
cricket-t20i-2009-03-15-352674,2009-03-15,2009,1,T20I,West Indies,England,,,,,,,12.0,0.0,0.0,12.0,1.0,0.0,1.0
cricket-tests-2009-03-06-352664,2009-03-06,2009,1,TESTS,West Indies,England,3.0,0.0,0.0,11.0,0.0,0.0,186.0,5.0,1.0,116.0,4.0,0.0,1.0
cricket-tests-2009-05-06-380712,2009-05-06,2009,1,TESTS,England,West Indies,42.0,2.0,0.0,11.0,19.0,0.0,144.0,5.0,0.0,75.0,0.0,2.0,1.0
cricket-tests-2009-05-14-380713,2009-05-14,2009,1,TESTS,England,West Indies,5.0,1.0,1.0,11.0,4.0,0.0,180.0,3.0,0.0,119.0,1.0,3.0,1.0
