game_id,date,season,week,league,away,home,1pt_conversion,conversions,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2022_W1_PHI,,2022,1,USFL,,,,,,0.0,43.0,4.0,0.0,14.0
SYNTHETIC_USFL_2022_W3_PHI,,2022,3,USFL,,,,,,,,,0.0,13.0
SYNTHETIC_USFL_2022_W4_PHI,,2022,4,USFL,,,,,,0.0,-1.0,1.0,0.0,16.0
SYNTHETIC_USFL_2022_W5_PHI,,2022,5,USFL,,,,,1.0,0.0,4.0,1.0,1.0,10.0
SYNTHETIC_USFL_2022_W6_PHI,,2022,6,USFL,,,,,,0.0,12.0,2.0,3.0,140.0
SYNTHETIC_USFL_2022_W7_PHI,,2022,7,USFL,,,,,,0.0,14.0,4.0,1.0,75.0
SYNTHETIC_USFL_2022_W8_PHI,,2022,8,USFL,,,,1.0,,1.0,49.0,3.0,1.0,48.0
SYNTHETIC_USFL_2022_W9_PHI,,2022,9,USFL,,,,,1.0,0.0,6.0,1.0,1.0,97.0
SYNTHETIC_USFL_2022_W10_PHI,,2022,10,USFL,,,,,,0.0,23.0,2.0,1.0,39.0
SYNTHETIC_USFL_2022_W11_PHI,,2022,11,USFL,,,,,,0.0,4.0,1.0,0.0,29.0
SYNTHETIC_USFL_2023_W1_STARS,2023-04-15,2023,1,USFL,SHOWBOATS,STARS,,,,1.0,14.0,2.0,0.0,30.0
SYNTHETIC_USFL_2023_W5_STARS,2023-05-14,2023,5,USFL,STARS,GENERALS,,,,0.0,11.0,2.0,0.0,23.0
SYNTHETIC_USFL_2023_W8_STARS,2023-06-03,2023,8,USFL,STALLIONS,STARS,,,,,,,0.0,13.0
2,2024-03-30,2024,1,UFL,PANTHERS,BATTLEHAWKS,1.0,,,0.0,4.0,1.0,0.0,10.0
11,2024-04-14,2024,3,UFL,PANTHERS,ROUGHNECKS,,1.0,,0.0,14.0,2.0,1.0,28.0
15,2024-04-20,2024,4,UFL,BRAHMAS,PANTHERS,,,,0.0,11.0,3.0,0.0,27.0
20,2024-04-28,2024,5,UFL,SHOWBOATS,PANTHERS,1.0,,,0.0,14.0,3.0,1.0,68.0
23,2024-05-05,2024,6,UFL,PANTHERS,RENEGADES,,,,0.0,5.0,1.0,0.0,24.0
27,2024-05-12,2024,7,UFL,DEFENDERS,PANTHERS,,,,0.0,4.0,1.0,0.0,137.0
29,2024-05-18,2024,8,UFL,PANTHERS,SHOWBOATS,,,,0.0,7.0,1.0,2.0,93.0
36,2024-05-26,2024,9,UFL,ROUGHNECKS,PANTHERS,,,,0.0,16.0,3.0,0.0,14.0
41,2024-06-08,2024,11,UFL,STALLIONS,PANTHERS,,,,0.0,9.0,1.0,0.0,15.0
45,2025-03-30,2025,1,UFL,SHOWBOATS,PANTHERS,1.0,,,0.0,10.0,2.0,0.0,32.0
47,2025-04-04,2025,2,UFL,PANTHERS,STALLIONS,,,,0.0,9.0,2.0,0.0,44.0
51,2025-04-11,2025,3,UFL,STALLIONS,RENEGADES,,,,0.0,20.0,3.0,1.0,23.0
54,2025-04-13,2025,3,UFL,BATTLEHAWKS,DEFENDERS,,,,0.0,9.0,2.0,0.0,16.0
56,2025-04-19,2025,4,UFL,RENEGADES,BATTLEHAWKS,,,,0.0,18.0,2.0,1.0,16.0
66,2025-05-10,2025,7,UFL,RENEGADES,PANTHERS,,,,0.0,13.0,2.0,0.0,62.0
69,2025-05-16,2025,8,UFL,BRAHMAS,SHOWBOATS,,,,0.0,13.0,2.0,2.0,82.0
76,2025-05-31,2025,10,UFL,PANTHERS,ROUGHNECKS,,,,0.0,24.0,3.0,1.0,25.0
