game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202205070DAL,2022-05-07,2022,1,WNBA,ATL,DAL,2.0,1.0,3.0,,2.0,,,3.0,,3.0,1.0,2.0,2.0,,21.15,3.0,13.0,2.0,6.0,3.0,3.0
WNBA_202205130WAS,2022-05-13,2022,1,WNBA,DAL,WAS,,,,,1.0,,,1.0,,3.0,,,,,8.633333333333333,,6.0,,,,1.0
WNBA_202205150NYL,2022-05-15,2022,1,WNBA,DAL,NYL,1.0,1.0,3.0,,1.0,,,2.0,,2.0,1.0,2.0,2.0,,24.383333333333333,1.0,7.0,2.0,4.0,1.0,2.0
WNBA_202205170DAL,2022-05-17,2022,1,WNBA,WAS,DAL,1.0,,,,1.0,,,1.0,,,,,,,10.116666666666667,,-10.0,,,1.0,1.0
WNBA_202205190PHO,2022-05-19,2022,1,WNBA,DAL,PHO,1.0,,2.0,,,,,1.0,,1.0,,,,,6.95,,3.0,,2.0,1.0,
WNBA_202205210DAL,2022-05-21,2022,1,WNBA,MIN,DAL,1.0,,,,1.0,,,2.0,,,,,,,13.483333333333333,,-2.0,,,,1.0
WNBA_202205240CON,2022-05-24,2022,1,WNBA,DAL,CON,,,,,,,,,,,,,,,6.65,1.0,-3.0,,1.0,,1.0
WNBA_202205260CON,2022-05-26,2022,1,WNBA,DAL,CON,2.0,,1.0,,,,,,,1.0,,,,,5.566666666666666,,-4.0,,1.0,,2.0
WNBA_202205310LAS,2022-05-31,2022,1,WNBA,DAL,LAS,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,13.85,,12.0,3.0,1.0,1.0,1.0
WNBA_202206030SEA,2022-06-03,2022,1,WNBA,DAL,SEA,,,1.0,,1.0,,,1.0,,2.0,,,,,6.466666666666667,,2.0,,1.0,,
WNBA_202206050LVA,2022-06-05,2022,1,WNBA,DAL,LVA,3.0,,,,2.0,,,2.0,,1.0,,,,,6.633333333333333,,-6.0,,,,
WNBA_202206100DAL,2022-06-10,2022,1,WNBA,SEA,DAL,3.0,,1.0,,2.0,,0.25,4.0,1.0,1.0,1.0,2.0,2.0,,20.8,,,4.0,1.0,1.0,1.0
WNBA_202206120DAL,2022-06-12,2022,1,WNBA,SEA,DAL,1.0,,1.0,,,,0.5,2.0,1.0,,,,,,14.416666666666666,,-6.0,2.0,1.0,2.0,1.0
WNBA_202206150DAL,2022-06-15,2022,1,WNBA,LVA,DAL,2.0,,1.0,,,,,,,,,,,,6.116666666666666,,2.0,,1.0,,
WNBA_202206170DAL,2022-06-17,2022,1,WNBA,PHO,DAL,2.0,,1.0,,,,,,,3.0,1.0,4.0,4.0,,14.733333333333333,,15.0,4.0,1.0,2.0,2.0
WNBA_202206190DAL,2022-06-19,2022,1,WNBA,LAS,DAL,1.0,,,,,,,1.0,,,,,,,13.25,,-10.0,,,3.0,1.0
WNBA_202206210ATL,2022-06-21,2022,1,WNBA,DAL,ATL,3.0,,,,2.0,,,4.0,,2.0,1.0,2.0,2.0,,21.0,3.0,9.0,2.0,3.0,1.0,1.0
WNBA_202206230DAL,2022-06-23,2022,1,WNBA,IND,DAL,1.0,1.0,,,1.0,,0.5,2.0,1.0,2.0,1.0,2.0,2.0,,15.3,,3.0,4.0,,,1.0
WNBA_202206250DAL,2022-06-25,2022,1,WNBA,PHO,DAL,1.0,,2.0,,,,1.0,1.0,1.0,3.0,,,,,8.016666666666667,,-4.0,2.0,2.0,1.0,
WNBA_202206280MIN,2022-06-28,2022,1,WNBA,DAL,MIN,1.0,,,0.5,4.0,2.0,0.444,9.0,4.0,1.0,1.0,1.0,1.0,,30.183333333333334,,-10.0,11.0,,,1.0
WNBA_202207010DAL,2022-07-01,2022,1,WNBA,LAS,DAL,1.0,,,,,,,,,,,,,,6.15,,5.0,,,,1.0
WNBA_202207050DAL,2022-07-05,2022,1,WNBA,CON,DAL,,,1.0,,,,,,,,,,,,4.133333333333334,,6.0,,1.0,1.0,
WNBA_202207120SEA,2022-07-12,2022,1,WNBA,DAL,SEA,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,,,,,26.866666666666667,2.0,3.0,6.0,4.0,3.0,1.0
WNBA_202207140MIN,2022-07-14,2022,1,WNBA,DAL,MIN,2.0,,1.0,,,,,1.0,,,,,,,11.433333333333334,,9.0,,1.0,,1.0
WNBA_202207160DAL,2022-07-16,2022,1,WNBA,CHI,DAL,2.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,,18.45,,6.0,2.0,,,
WNBA_202207220CHI,2022-07-22,2022,1,WNBA,DAL,CHI,4.0,1.0,1.0,,,,,,,1.0,,,,,10.05,,-2.0,,1.0,1.0,
WNBA_202207240IND,2022-07-24,2022,1,WNBA,DAL,IND,3.0,1.0,3.0,0.333,3.0,1.0,0.4,5.0,2.0,3.0,1.0,2.0,2.0,,18.516666666666666,,5.0,7.0,3.0,1.0,1.0
WNBA_202207280DAL,2022-07-28,2022,1,WNBA,WAS,DAL,1.0,,2.0,,2.0,,,3.0,,,,,,,12.1,1.0,-3.0,,3.0,,2.0
WNBA_202207300ATL,2022-07-30,2022,1,WNBA,DAL,ATL,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,13.633333333333333,,9.0,3.0,1.0,2.0,
