game_id,date,season,week,league,away,home,assists,blk,blocks,cto,drops,goals,lb,pim,sog,throwaways,to,yardsReceived,yardsThrown
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,,
2026-04-25-ATL-ATX,2026-04-25,2026,1,UFA,hustle,sol,0.0,,0.0,,0.0,1.0,,,,0.0,,3.0,0.0
2026-05-02-ATX-HTX,2026-05-02,2026,2,UFA,sol,havoc,0.0,,0.0,,1.0,0.0,,,,0.0,,26.0,34.0
2026-05-09-HTX-ATX,2026-05-09,2026,3,UFA,havoc,sol,0.0,,0.0,,0.0,0.0,,,,1.0,,24.0,-19.0
2026-05-16-LV-ATX,2026-05-16,2026,4,UFA,bighorns,sol,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0
2026-05-31-SEA-ATX,2026-05-31,2026,6,UFA,cascades,sol,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0
2026-06-05-ATX-SD,2026-06-05,2026,7,UFA,sol,growlers,0.0,,1.0,,0.0,1.0,,,,0.0,,4.0,0.0
2026-06-06-ATX-LV,2026-06-06,2026,7,UFA,sol,bighorns,1.0,,0.0,,0.0,1.0,,,,0.0,,122.0,20.0
2026-06-19-SD-ATX,2026-06-19,2026,9,UFA,growlers,sol,0.0,,0.0,,1.0,1.0,,,,0.0,,13.0,35.0
