game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,forced_fumbles,fumble_recoveries,fumbles,fumbles_lost,interceptions,pass_attempts,pass_completions,pass_long,passing_tds,passing_yards,sacks,safeties,solo_tackles,tackles
FOOTBALL_NAL_2026_3_14_T570667G1127141@T581933,2026-03-15,2026,2,NAL,Colorado Spartans,Dallas Bulls,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,5.0
FOOTBALL_NAL_2026_3_21_T581933G1127143@T577047,2026-03-22,2026,3,NAL,Dallas Bulls,Pueblo Punishers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,2.0
FOOTBALL_IFL_2026_4_18_TFISHERSFREIGHTG202604185HGP@TTULSAOILERS,2026-04-18,2026,6,IFL,Fishers Freight,Tulsa Oilers,1.0,,,,,,,,,,,,,,,,,0.0,1.0
FOOTBALL_IFL_2026_4_25_TNAZWRANGLERSG20260425HT1S@TSANANTONIOGUNSLINGERS,2026-04-25,2026,7,IFL,NAZ Wranglers,San Antonio Gunslingers,,,,,,,,1.0,1.0,1.0,4.0,3.0,12.0,0.0,21.0,,,,
FOOTBALL_NAL_2026_4_25_T581933G1127161@T566774,2026-04-25,2026,8,NAL,Dallas Bulls,Omaha Beef,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,2.0
