game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-TOR-BOS,2023-05-06,2023,2,,TOR,BOS,3.0,1.0,32.0,42.0,,,3.0,2.0,45.0,3.0,165.0,424.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,,PHI,BOS,5.0,1.0,27.0,30.0,,,2.0,1.0,33.0,3.0,94.0,288.0
2023-05-20-BOS-MTL,2023-05-20,2023,4,,BOS,MTL,2.0,,23.0,27.0,,,,,31.0,4.0,46.0,235.0
2023-06-02-NY-BOS,2023-06-02,2023,6,,NY,BOS,,,14.0,18.0,,,,,21.0,2.0,23.0,48.0
2023-06-16-BOS-NY,2023-06-16,2023,8,,BOS,NY,1.0,,30.0,40.0,1.0,,3.0,,41.0,1.0,43.0,338.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,3.0,,25.0,32.0,,5.0,1.0,1.0,32.0,,256.0,404.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,,BOS,PHI,2.0,,28.0,29.0,,,,,29.0,0.0,202.0,168.0
2023-07-08-BOS-DC,2023-07-08,2023,11,,BOS,DC,,,,,,2.0,,,,,,
2023-07-21-MTL-BOS,2023-07-21,2023,13,,MTL,BOS,1.0,,23.0,25.0,,1.0,2.0,,26.0,1.0,122.0,87.0
