game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,39.0,,,13.0,13.0,,,,52.0,,,,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,55.0,,,17.0,44.0,,4.0,,99.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,53.0,,,17.0,34.0,,6.0,,87.0,15.0,9.0,1.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,56.0,,,18.0,49.0,,2.0,,105.0,8.0,15.0,3.0,,
703332113,2025-10-29,2025,1,NLL,COLORADO,VANCOUVER,6.0,6.0,6.0,,1.0,6.0,,6.0,,,,,6.0,6.0
