game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-833-13-2,2026-03-31,2026,1,WCF-WORLD,Switzerland,Sweden,0.0,1.0,1.0,5.0,8.0
curling-wcf-world-2026-833-16-2,2026-04-01,2026,1,WCF-WORLD,Switzerland,Korea,0.0,1.0,1.0,2.0,9.0
curling-wcf-world-2026-833-18-1,2026-04-02,2026,1,WCF-WORLD,Scotland,Switzerland,1.0,1.0,0.0,7.0,4.0
curling-wcf-world-2026-833-2-1,2026-03-27,2026,1,WCF-WORLD,Poland,Switzerland,0.0,1.0,1.0,9.0,11.0
curling-wcf-world-2026-833-20-1,2026-04-02,2026,1,WCF-WORLD,Switzerland,United States of America,0.0,1.0,1.0,5.0,9.0
curling-wcf-world-2026-833-3-1,2026-03-28,2026,1,WCF-WORLD,Switzerland,Norway,0.0,1.0,1.0,1.0,8.0
curling-wcf-world-2026-833-5-2,2026-03-28,2026,1,WCF-WORLD,Japan,Switzerland,0.0,1.0,1.0,3.0,8.0
curling-wcf-world-2026-833-7-1,2026-03-29,2026,1,WCF-WORLD,Czechia,Switzerland,0.0,1.0,1.0,7.0,9.0
curling-wcf-world-2026-833-8-4,2026-03-29,2026,1,WCF-WORLD,Switzerland,Italy,1.0,1.0,0.0,7.0,1.0
curling-wcf-world-2026-836-16-1,2026-04-30,2026,1,WCF-WORLD,Finland,Switzerland,0.0,1.0,1.0,5.0,8.0
curling-wcf-world-2026-836-18-2,2026-04-30,2026,1,WCF-WORLD,Switzerland,Canada,1.0,1.0,0.0,10.0,5.0
curling-wcf-world-2026-836-6-1,2026-04-26,2026,1,WCF-WORLD,Scotland,Switzerland,0.0,1.0,1.0,6.0,8.0
