game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_W1_HOU,,,1,USFL,,,,0.0,48.0,7.0
SYNTHETIC_USFL_W4_HOU,,,4,USFL,,,,1.0,31.0,2.0
SYNTHETIC_USFL_W6_HOU,,,6,USFL,,,,0.0,13.0,2.0
SYNTHETIC_USFL_W7_HOU,,,7,USFL,,,0.0,0.0,1.0,1.0
SYNTHETIC_USFL_W8_HOU,,,8,USFL,,,,0.0,19.0,3.0
SYNTHETIC_USFL_W9_HOU,,,9,USFL,,,,0.0,0.0,0.0
SYNTHETIC_USFL_W10_HOU,,,10,USFL,,,,0.0,-2.0,1.0
