game_id,date,season,week,league,away,home,field_goal_yards,missed
45,2025-03-30,2025,1,UFL,SHOWBOATS,PANTHERS,75.0,2.0
47,2025-04-04,2025,2,UFL,PANTHERS,STALLIONS,39.0,
53,2025-04-13,2025,3,UFL,PANTHERS,BRAHMAS,62.0,1.0
63,2025-05-04,2025,6,UFL,PANTHERS,DEFENDERS,45.0,
66,2025-05-10,2025,7,UFL,RENEGADES,PANTHERS,56.0,
82,2025-05-17,2025,8,UFL,ROUGHNECKS,PANTHERS,52.0,1.0
74,2025-05-24,2025,9,UFL,STALLIONS,PANTHERS,25.0,1.0
76,2025-05-31,2025,10,UFL,PANTHERS,ROUGHNECKS,83.0,
