game_id,date,season,week,league,away,home,field_goal_yards,missed
SYNTHETIC_XFL_2023_W8_VIPERS,2023-04-08,2023,8,XFL,BATTLEHAWKS,VIPERS,23.0,1.0
SYNTHETIC_XFL_2023_W9_VIPERS,2023-04-15,2023,9,XFL,ROUGHNECKS,VIPERS,53.0,1.0
SYNTHETIC_XFL_2023_W10_VIPERS,2023-04-23,2023,10,XFL,SEA DRAGONS,VIPERS,53.0,0.0
