game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452440,,,1,,,,5.0,0.0,0.0,0.0,2.0,4.0,0.0
2457579,,,2,,,,5.0,0.0,0.0,1.0,0.0,9.0,0.0
2463130,,,3,,,,3.0,0.0,0.0,2.0,2.0,7.0,0.0
2463416,2022-07-10,,4,BIG3,Enemies,3 Headed Monsters,7.0,0.0,1.0,1.0,3.0,10.0,0.0
2463421,2022-07-17,,5,BIG3,Enemies,Killer 3s,4.0,0.0,0.0,0.0,2.0,3.0,0.0
2464828,2022-07-23,,6,BIG3,Enemies,Trilogy,4.0,0.0,0.0,0.0,3.0,1.0,0.0
2559380,2023-06-25,2023,1,BIG3,ENEMIES,TRILOGY,9.0,3.0,0.0,9.0,0.0,21.0,0.0
2559388,2023-07-01,2023,2,BIG3,ENEMIES,BALL HOGS,6.0,0.0,0.0,1.0,0.0,6.0,2.0
2559394,2023-07-09,2023,3,BIG3,ENEMIES,BIVOUAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559403,2023-07-15,2023,4,BIG3,ENEMIES,ALIENS,0.0,0.0,0.0,0.0,4.0,4.0,0.0
2559410,2023-07-23,2023,5,BIG3,KILLER 3s,ENEMIES,4.0,0.0,0.0,0.0,0.0,5.0,1.0
2559418,2023-07-30,2023,6,BIG3,POWER,ENEMIES,2.0,0.0,0.0,1.0,0.0,6.0,0.0
2660091,2024-06-15,2024,1,BIG3,ENEMIES,TRIPLETS,3.0,1.0,0.0,1.0,0.0,6.0,0.0
