game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,2.0,11.0,,,,10.0,2.0,3.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,6.0,4.0,65.0,6.0,26.0,4.0,42.0,12.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,4.0,2.0,47.0,1.0,18.0,-13.0,78.0,20.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,6.0,6.0,34.0,3.0,14.0,11.0,66.0,4.0
