game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2025-09-09-1499784,2025-09-09,2025,1,T20I,Cook Islands,Fiji,6.0,0.0,0.0,12.0,0.0,0.0,1.0
cricket-t20i-2025-09-13-1499796,2025-09-13,2025,1,T20I,Samoa,Cook Islands,18.0,0.0,0.0,25.0,2.0,5.0,1.0
cricket-t20i-2025-09-15-1499801,2025-09-15,2025,1,T20I,Cook Islands,Philippines,18.0,0.0,0.0,20.0,0.0,6.0,1.0
