game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_lost,lost_fumbles,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,passing_tds,passing_yards,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W1_WPG,2024-05-20,2024,1,CFL,WPG,SSK,,,1.0,,,,,,,,,,0.0,209.0,,,,0.0,5.0
SYNTHETIC_CFL_2024_W2_WPG,2024-06-13,2024,2,CFL,WPG,OTT,,,2.0,,,,,,,,,,0.0,285.0,,,,0.0,4.0
SYNTHETIC_CFL_2024_W3_WPG,2024-06-21,2024,3,CFL,BC,WPG,,,0.0,,,,,,,,,,0.0,247.0,,,,,
SYNTHETIC_CFL_2024_W4_WPG,2024-06-29,2024,4,CFL,WPG,CGY,,,1.0,,,,,,,,,,0.0,55.0,,,,,
SYNTHETIC_CFL_2024_W6_WPG,2024-07-12,2024,6,CFL,CGY,WPG,,,2.0,,,,,,,,,,2.0,344.0,,,,,
SYNTHETIC_CFL_2024_W7_WPG,2024-07-19,2024,7,CFL,WPG,SSK,,,1.0,,,,,,,,,,0.0,266.0,,,,0.0,9.0
SYNTHETIC_CFL_2024_W8_WPG,2024-07-27,2024,8,CFL,WPG,TOR,,,1.0,,,,,,,,,,1.0,317.0,,,,,
SYNTHETIC_CFL_2024_W9_WPG,2024-08-01,2024,9,CFL,BC,WPG,,,0.0,,,,,,,,,,1.0,295.0,,,,0.0,17.0
SYNTHETIC_CFL_2024_W11_WPG,2024-08-18,2024,11,CFL,WPG,BC,,,1.0,,,,,,,,,,1.0,288.0,,,,,
SYNTHETIC_CFL_2024_W12_WPG,2024-08-23,2024,12,CFL,HAM,WPG,,,3.0,,,,,,,,,,1.0,177.0,,,,0.0,15.0
SYNTHETIC_CFL_2024_W13_WPG,2024-09-01,2024,13,CFL,WPG,SSK,,,1.0,,,,,,,,,,1.0,218.0,,,,0.0,9.0
SYNTHETIC_CFL_2024_W14_WPG,2024-09-07,2024,14,CFL,SSK,WPG,,,0.0,,,,,,,,,,1.0,231.0,,,,,
SYNTHETIC_CFL_2024_W16_WPG,2024-09-21,2024,16,CFL,WPG,EDM,,,1.0,,,,,,,,,,1.0,191.0,,,,0.0,30.0
SYNTHETIC_CFL_2024_W17_WPG,2024-09-27,2024,17,CFL,EDM,WPG,,,0.0,,,,,,,,,,6.0,432.0,,,,,
SYNTHETIC_CFL_2024_W18_WPG,2024-10-04,2024,18,CFL,WPG,HAM,,,0.0,,,,,,,,,,1.0,201.0,,,,0.0,14.0
SYNTHETIC_CFL_2024_W19_WPG,2024-10-11,2024,19,CFL,TOR,WPG,,,1.0,,,,,,,,,,0.0,249.0,,,,0.0,44.0
SYNTHETIC_CFL_2024_W21_WPG,2024-10-26,2024,21,CFL,WPG,MTL,,,0.0,,,,,,,,,,1.0,331.0,,,,0.0,21.0
SYNTHETIC_CFL_2025_W3_WPG,2025-06-21,2025,3,CFL,WPG,BC,,,2.0,,,,,,,,,,2.0,179.0,,,,,
SYNTHETIC_CFL_2025_W4_WPG,2025-06-26,2025,4,CFL,EDM,WPG,,,0.0,,,,,,,,,,3.0,334.0,,,,1.0,13.0
SYNTHETIC_CFL_2025_W5_WPG,2025-07-03,2025,5,CFL,WPG,CGY,,,2.0,,,,,,,,,,1.0,288.0,,,,0.0,18.0
SYNTHETIC_CFL_2025_W7_WPG,2025-07-18,2025,7,CFL,CGY,WPG,,,2.0,,,,,,,,,,1.0,151.0,,,,,
SYNTHETIC_CFL_2025_W8_WPG,2025-07-26,2025,8,CFL,WPG,TOR,,,2.0,,,,,,,,,,0.0,79.0,,,,,
SYNTHETIC_CFL_2025_W10_WPG,2025-08-09,2025,10,CFL,WPG,CGY,,,0.0,,,,,,,,,,1.0,214.0,,,,0.0,23.0
SYNTHETIC_CFL_2025_W11_WPG,2025-08-14,2025,11,CFL,OTT,WPG,,,2.0,,,,,,,,,,1.0,298.0,,,,0.0,25.0
SYNTHETIC_CFL_2025_W12_WPG,2025-08-21,2025,12,CFL,WPG,MTL,,,0.0,,,,,,,,,,1.0,263.0,,,,0.0,13.0
SYNTHETIC_CFL_2025_W13_WPG,2025-08-31,2025,13,CFL,WPG,SSK,,,1.0,,,,,,,,,,3.0,326.0,,,,0.0,2.0
SYNTHETIC_CFL_2025_W14_WPG,2025-09-06,2025,14,CFL,SSK,WPG,,,2.0,,,,,,,,,,1.0,165.0,,,,0.0,11.0
SYNTHETIC_CFL_2025_W17_WPG,2025-09-27,2025,17,CFL,HAM,WPG,,,0.0,,,,,,,,,,1.0,367.0,,,,,
SYNTHETIC_CFL_2025_W19_WPG,2025-10-11,2025,19,CFL,WPG,EDM,,,2.0,,,,,,,,,,1.0,202.0,,,,,
SYNTHETIC_CFL_2025_W20_WPG,2025-10-17,2025,20,CFL,SSK,WPG,,,1.0,,,,,,,,,,1.0,182.0,,,,0.0,25.0
