game_id,date,season,week,league,away,home,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,score_p,score_pts,score_tot
FOOTBALL_CFL_2017_8_12_WPG@HAM,2017-08-12,2017,1,CFL,WPG,HAM,,3.0,6.0,1.0,26.0,42.0,30.0,2.0,40.0,1.0,6.0,1.0
FOOTBALL_CFL_2017_8_18_OTT@HAM,2017-08-18,2017,1,CFL,OTT,HAM,5.0,1.0,3.0,,-2.0,5.0,14.0,2.0,25.0,,,
FOOTBALL_CFL_2017_8_4_HAM@EDM,2017-08-04,2017,1,CFL,HAM,EDM,,3.0,4.0,1.0,26.0,74.0,11.0,1.0,11.0,1.0,6.0,1.0
FOOTBALL_CFL_2017_9_15_SSK@HAM,2017-09-15,2017,1,CFL,SSK,HAM,,,,,,,19.0,2.0,22.0,,,
FOOTBALL_CFL_2017_9_22_HAM@BC,2017-09-22,2017,1,CFL,HAM,BC,,,,,,,24.0,3.0,63.0,,,
FOOTBALL_CFL_2017_9_30_TOR@HAM,2017-09-30,2017,1,CFL,TOR,HAM,,,,,,,2.0,1.0,2.0,,,
FOOTBALL_CFL_2017_9_9_HAM@OTT,2017-09-09,2017,1,CFL,HAM,OTT,,,,,,,26.0,3.0,55.0,,,
