game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_W3_SSK,,,3,CFL,,,,0.0,37.0,3.0,,
SYNTHETIC_CFL_W4_SSK,,,4,CFL,,,,1.0,14.0,2.0,,
SYNTHETIC_CFL_W5_SSK,,,5,CFL,,,,0.0,7.0,1.0,,
SYNTHETIC_CFL_W13_SSK,,,13,CFL,,,,0.0,53.0,2.0,,
SYNTHETIC_CFL_W20_SSK,,,20,CFL,,,,0.0,28.0,3.0,,
SYNTHETIC_CFL_2023_W2_SSK,,2023,2,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W5_SSK,,2023,5,CFL,,,,1.0,76.0,4.0,,
SYNTHETIC_CFL_2023_W6_SSK,,2023,6,CFL,,,,0.0,15.0,1.0,,
SYNTHETIC_CFL_2023_W7_SSK,,2023,7,CFL,,,,0.0,16.0,2.0,,
SYNTHETIC_CFL_2023_W11_SSK,,2023,11,CFL,,,,0.0,22.0,2.0,,
SYNTHETIC_CFL_2023_W13_SSK,,2023,13,CFL,,,0.0,0.0,37.0,1.0,0.0,0.0
SYNTHETIC_CFL_2023_W15_SSK,,2023,15,CFL,,,,0.0,19.0,1.0,,
SYNTHETIC_CFL_2023_W17_SSK,,2023,17,CFL,,,,0.0,8.0,1.0,,
SYNTHETIC_CFL_2023_W18_SSK,,2023,18,CFL,,,0.0,0.0,14.0,2.0,0.0,1.0
SYNTHETIC_CFL_2023_W19_SSK,,2023,19,CFL,,,,0.0,18.0,2.0,,
SYNTHETIC_CFL_2023_W20_SSK,,2023,20,CFL,,,,0.0,23.0,2.0,,
SYNTHETIC_CFL_2024_W2_SSK,,2024,2,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W3_SSK,,2024,3,CFL,,,,0.0,12.0,1.0,,
SYNTHETIC_CFL_2024_W5_SSK,,2024,5,CFL,,,,0.0,30.0,3.0,,
SYNTHETIC_CFL_2024_W6_SSK,,2024,6,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W8_SSK,,2024,8,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W9_SSK,,2024,9,CFL,,,,1.0,23.0,1.0,,
SYNTHETIC_CFL_2024_W10_SSK,,2024,10,CFL,,,,0.0,30.0,2.0,,
SYNTHETIC_CFL_2024_W11_SSK,,2024,11,CFL,,,,1.0,53.0,4.0,,
SYNTHETIC_CFL_2024_W21_SSK,,2024,21,CFL,,,,0.0,37.0,5.0,,
SYNTHETIC_CFL_2025_W1_SSK,,2025,1,CFL,,,,0.0,31.0,2.0,,
SYNTHETIC_CFL_2025_W2_SSK,,2025,2,CFL,,,,0.0,22.0,2.0,,
SYNTHETIC_CFL_2025_W3_SSK,,2025,3,CFL,,,,0.0,33.0,1.0,,
SYNTHETIC_CFL_2025_W4_SSK,,2025,4,CFL,,,,0.0,10.0,1.0,,
SYNTHETIC_CFL_2025_W6_SSK,,2025,6,CFL,,,,0.0,41.0,7.0,,
SYNTHETIC_CFL_2025_W20_SSK,,2025,20,CFL,,,,0.0,71.0,5.0,,
SYNTHETIC_CFL_2025_W21_SSK,,2025,21,CFL,,,,0.0,18.0,2.0,,
