game_id,date,season,week,league,away,home,pass_att,pass_cmp,pass_lg,pass_loss,pass_sack,pass_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2017_10_22_HAM@MTL,2017-10-22,2017,1,CFL,HAM,MTL,1.0,1.0,14.0,2.0,1.0,14.0,1.0,5.0,5.0
FOOTBALL_CFL_2017_11_3_MTL@HAM,2017-11-03,2017,1,CFL,MTL,HAM,3.0,3.0,9.0,,,11.0,,,
