game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_SOL,,2022,2,AUDL,,,3.0,0.0,,,0.0,3.0,,,,,1.0,249.0,120.0
2022-06-17-ATX-CHI,2022-06-17,2022,4,,ATX,CHI,5.0,0.0,,,0.0,2.0,,,,,0.0,332.0,206.0
2022-06-18-ATX-MAD,2022-06-18,2022,4,,ATX,MAD,0.0,0.0,,,0.0,1.0,,,,,0.0,96.0,44.0
2022-06-25-DAL-ATX,2022-06-25,2022,5,,DAL,ATX,2.0,0.0,,,1.0,3.0,,,,,1.0,225.0,78.0
2022-07-02-ATX-DAL,2022-07-02,2022,6,,ATX,DAL,1.0,2.0,,,0.0,7.0,,,,,2.0,216.0,99.0
2022-07-09-ATL-ATX,2022-07-09,2022,7,AUDL,hustle,sol,4.0,0.0,,,0.0,4.0,,,,,1.0,365.0,231.0
2022-07-16-DAL-ATX,2022-07-16,2022,8,AUDL,legion,sol,1.0,2.0,,,0.0,6.0,,,,,2.0,348.0,39.0
2022-07-29-TB-ATX,2022-07-29,2022,10,AUDL,cannons,sol,1.0,0.0,,,0.0,3.0,,,,,1.0,162.0,94.0
2023-04-29-ATX-HTX,2023-04-29,2023,1,AUDL,AUSTIN SOL,HOUSTON HAVOC,3.0,1.0,20.0,21.0,1.0,2.0,3.0,,,21.0,,270.0,142.0
2023-05-06-DAL-ATX,2023-05-06,2023,2,AUDL,DALLAS LEGION,AUSTIN SOL,2.0,,23.0,17.0,,3.0,2.0,1.0,,20.0,3.0,285.0,108.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,AUDL,AUSTIN SOL,ATLANTA HUSTLE,,2.0,27.0,22.0,,4.0,4.0,,,23.0,1.0,338.0,204.0
2023-05-13-ATX-CAR,2023-05-13,2023,3,AUDL,AUSTIN SOL,CAROLINA FLYERS,4.0,,,,,,,2.0,,,,,
2023-05-20-SD-ATX,2023-05-20,2023,4,AUDL,SAN DIEGO GROWLERS,AUSTIN SOL,3.0,1.0,19.0,12.0,,5.0,1.0,1.0,,14.0,1.0,372.0,82.0
2023-05-28-ATX-DAL,2023-05-28,2023,5,AUDL,AUSTIN SOL,DALLAS LEGION,2.0,,18.0,16.0,,3.0,1.0,1.0,,16.0,,270.0,49.0
2023-06-02-HTX-ATX,2023-06-02,2023,6,AUDL,HOUSTON HAVOC,AUSTIN SOL,4.0,,33.0,24.0,1.0,5.0,4.0,,1.0,26.0,1.0,349.0,184.0
2023-06-10-CAR-ATX,2023-06-10,2023,7,AUDL,CAROLINA FLYERS,AUSTIN SOL,4.0,,32.0,28.0,1.0,4.0,1.0,,,30.0,2.0,297.0,239.0
2023-06-17-ATX-HTX,2023-06-17,2023,8,AUDL,AUSTIN SOL,HOUSTON HAVOC,3.0,2.0,22.0,18.0,1.0,1.0,,,,24.0,1.0,267.0,94.0
2023-07-01-DAL-ATX,2023-07-01,2023,10,AUDL,DALLAS LEGION,AUSTIN SOL,1.0,1.0,16.0,14.0,,3.0,2.0,,,14.0,,212.0,25.0
2023-07-07-HTX-ATX,2023-07-07,2023,11,AUDL,HOUSTON HAVOC,AUSTIN SOL,0.0,0.0,29.0,28.0,,2.0,,0.0,,29.0,,259.0,92.0
2023-07-08-ATX-DAL,2023-07-08,2023,11,AUDL,AUSTIN SOL,DALLAS LEGION,,,,,,,4.0,,,,1.0,,
2024-05-03-HTX-ATX,2024-05-03,2024,2,UFA,havoc,sol,2.0,0.0,,,0.0,0.0,,,,,1.0,134.0,145.0
2024-05-11-ATX-DAL,2024-05-11,2024,3,UFA,sol,legion,5.0,2.0,,,1.0,4.0,,,,,1.0,297.0,180.0
2024-05-25-CHI-ATX,2024-05-25,2024,6,UFA,union,sol,0.0,0.0,,,0.0,1.0,,,,,1.0,181.0,75.0
2024-05-31-CAR-ATX,2024-05-31,2024,6,UFA,flyers,sol,1.0,1.0,,,0.0,5.0,,,,,1.0,144.0,80.0
2024-06-01-ATX-HTX,2024-06-01,2024,6,UFA,sol,havoc,1.0,0.0,,,0.0,3.0,,,,,0.0,228.0,103.0
2024-06-07-ATX-ATL,2024-06-07,2024,7,UFA,sol,hustle,2.0,0.0,,,0.0,4.0,,,,,3.0,267.0,58.0
2024-06-08-ATX-CAR,2024-06-08,2024,7,UFA,sol,flyers,2.0,0.0,,,0.0,5.0,,,,,3.0,183.0,133.0
2024-06-15-DAL-ATX,2024-06-15,2024,8,UFA,legion,sol,1.0,0.0,,,0.0,6.0,,,,,0.0,262.0,51.0
2024-06-21-ATX-DAL,2024-06-21,2024,9,UFA,sol,legion,2.0,0.0,,,0.0,4.0,,,,,0.0,241.0,201.0
2024-06-29-ATL-ATX,2024-06-29,2024,10,UFA,hustle,sol,4.0,1.0,,,0.0,4.0,,,,,1.0,182.0,128.0
2024-07-06-HTX-ATX,2024-07-06,2024,11,UFA,havoc,sol,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-07-20-ATX-DAL,2024-07-20,2024,13,UFA,sol,legion,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2026-04-25-ATL-ATX,2026-04-25,2026,1,UFA,hustle,sol,2.0,0.0,,,0.0,9.0,,,,,0.0,372.0,188.0
2026-05-02-ATX-HTX,2026-05-02,2026,2,UFA,sol,havoc,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2026-05-09-HTX-ATX,2026-05-09,2026,3,UFA,havoc,sol,3.0,1.0,,,0.0,0.0,,,,,1.0,83.0,161.0
2026-05-16-LV-ATX,2026-05-16,2026,4,UFA,bighorns,sol,4.0,0.0,,,0.0,0.0,,,,,1.0,129.0,222.0
