game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-826-10-2,2026-02-18,2026,1,WCF-WORLD,Sweden,Korea,0.0,1.0,1.0,3.0,8.0
curling-wcf-world-2026-826-2-2,2026-02-12,2026,1,WCF-WORLD,Italy,Korea,0.0,1.0,1.0,2.0,7.0
curling-wcf-world-2026-826-3-4,2026-02-13,2026,1,WCF-WORLD,Great Britain,Korea,0.0,1.0,1.0,3.0,9.0
curling-wcf-world-2026-832-10-1,2026-03-17,2026,1,WCF-WORLD,Korea,Türkiye,0.0,1.0,1.0,7.0,12.0
curling-wcf-world-2026-832-11-2,2026-03-17,2026,1,WCF-WORLD,Australia,Korea,0.0,1.0,1.0,3.0,12.0
curling-wcf-world-2026-832-13-2,2026-03-18,2026,1,WCF-WORLD,Korea,Scotland,0.0,1.0,1.0,3.0,8.0
curling-wcf-world-2026-832-16-2,2026-03-19,2026,1,WCF-WORLD,Korea,Sweden,1.0,1.0,0.0,8.0,7.0
curling-wcf-world-2026-832-18-1,2026-03-20,2026,1,WCF-WORLD,China,Korea,0.0,1.0,1.0,4.0,6.0
curling-wcf-world-2026-832-20-1,2026-03-20,2026,1,WCF-WORLD,Korea,Denmark,0.0,1.0,1.0,4.0,7.0
curling-wcf-world-2026-832-21-2,2026-03-21,2026,1,WCF-WORLD,Korea,Sweden,1.0,1.0,0.0,9.0,5.0
curling-wcf-world-2026-832-3-2,2026-03-15,2026,1,WCF-WORLD,Korea,Japan,1.0,1.0,0.0,9.0,5.0
