game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-PHI-NY,2023-04-29,2023,1,,PHI,NY,1.0,,5.0,7.0,,,,,3.0,,7.0,,7.0,12.0
2023-05-07-PHI-DC,2023-05-07,2023,2,,PHI,DC,1.0,1.0,14.0,15.0,,2.0,2.0,,16.0,,16.0,1.0,73.0,30.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,,PHI,BOS,2.0,,14.0,14.0,1.0,2.0,,1.0,9.0,,15.0,1.0,80.0,40.0
2023-05-20-NY-PHI,2023-05-20,2023,4,,NY,PHI,,1.0,10.0,11.0,,,,,17.0,,13.0,2.0,-9.0,16.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,1.0,1.0,16.0,19.0,1.0,,2.0,1.0,11.0,,19.0,,14.0,152.0
2023-06-03-CAR-PHI,2023-06-03,2023,6,,CAR,PHI,1.0,,17.0,20.0,1.0,1.0,2.0,2.0,16.0,,20.0,,83.0,157.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,,PHI,TOR,1.0,2.0,18.0,22.0,,,1.0,1.0,19.0,,22.0,,50.0,81.0
2023-06-17-MTL-PHI,2023-06-17,2023,8,,MTL,PHI,1.0,3.0,20.0,25.0,,,,,18.0,1.0,25.0,,15.0,146.0
2023-07-02-PHI-MTL,2023-07-02,2023,10,,PHI,MTL,,1.0,24.0,25.0,,1.0,2.0,,14.0,,26.0,1.0,55.0,105.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,,BOS,PHI,1.0,2.0,12.0,15.0,,,1.0,,6.0,,15.0,,54.0,12.0
2023-07-15-DC-PHI,2023-07-15,2023,12,,DC,PHI,2.0,2.0,2.0,6.0,,,,,14.0,,7.0,1.0,-12.0,14.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,2.0,1.0,6.0,12.0,,,,1.0,12.0,,12.0,,-8.0,95.0
