game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2017-4wM4E4d5jB,,2017,1,USLC,,,3.0,-1.5193,16.3043,0.3781,4.0,-0.3619,7.0,31.0,2221.0,0.6784,597.0,-15.4526,-2.5884,2.2965,36.0,19.0,4.5193,4.3619,1.2014,8.8812,0.7043,2.471
soccer-uslc-2018-4wM4E4d5jB,,2018,1,USLC,,,1.0,-2.0778,14.4682,-1.064,11.0,4.2089,12.0,30.0,2298.0,0.6886,533.0,-26.0495,-4.8873,4.0862,46.0,20.0,3.0778,6.7911,0.3294,9.8688,0.7374,3.0911
soccer-mls-2019-kaDQ0wRqEv,,2019,1,MLS,,,0.0,-0.2957,14.5797,4.347,0.0,-0.3827,0.0,1.0,54.0,0.625,8.0,-0.2096,-2.6197,0.0,3.0,1.0,0.2957,0.3827,-0.1994,0.6784,0.6512,0.1461
soccer-uslc-2019-4wM4E4d5jB,,2019,1,USLC,,,1.0,0.119,14.1633,-1.512,9.0,1.5058,10.0,16.0,1654.0,0.6444,360.0,-24.3095,-6.7526,5.7232,48.0,18.0,0.881,7.4942,-1.5075,8.3752,0.712,4.3702
soccer-mls-2020-kaDQ0wRqEv,,2020,1,MLS,,,0.0,-0.404,13.824,-2.8803,2.0,-0.7821,2.0,5.0,847.0,0.7314,175.0,-6.183,-3.5331,1.1664,19.0,7.0,0.404,2.7821,0.3941,3.1861,0.7668,1.512
soccer-mls-2021-kaDQ0wRqEv,,2021,1,MLS,,,1.0,0.5179,15.6509,-0.3987,1.0,-0.1728,2.0,3.0,759.0,0.6805,169.0,-4.568,-2.7029,0.0689,15.0,4.0,0.4821,1.1728,-0.5249,1.6549,0.7075,0.5441
soccer-uslc-2021-4wM4E4d5jB,,2021,1,USLC,,,0.0,-0.0731,15.1504,-2.7848,0.0,-0.5569,0.0,1.0,185.0,0.7692,65.0,0.9959,1.5322,0.0,6.0,1.0,0.0731,0.5569,-0.3745,0.63,0.7539,0.2343
soccer-mls-2022-vzqoOgNqap,,2022,1,MLS,,,0.0,-0.114,14.8715,-3.5041,0.0,-0.7444,0.0,3.0,259.0,0.8393,56.0,4.937,8.8161,0.0,4.0,2.0,0.114,0.7444,0.3942,0.8584,0.7511,0.3835
soccer-mls-2023-vzqoOgNqap,,2023,1,MLS,,,0.0,-0.187,14.0945,-2.2952,0.0,-0.1509,0.0,2.0,188.0,0.661,59.0,-4.2335,-7.1755,0.0,2.0,0.0,0.187,0.1509,-0.1509,0.3379,0.7328,0.082
soccer-mlsnp-2023-OlMlKDEQLz,,2023,1,MLSNP,,,0.0,-0.1189,14.7461,-3.5004,0.0,-0.7706,0.0,4.0,153.0,0.7925,53.0,-0.3907,-0.7372,0.0,6.0,2.0,0.1189,0.7706,-0.0195,0.8894,0.7998,0.3505
soccer-uslc-2024-kRQaeY8QKZ,,2024,1,USLC,,,2.0,0.0927,14.2666,-2.0257,11.0,1.0694,13.0,16.0,2706.0,0.6984,514.0,-22.1948,-4.3181,4.7185,52.0,23.0,1.9073,9.9306,0.3365,11.8379,0.7416,6.0577
soccer-uslc-2025-kRQaeY8QKZ,,2025,1,USLC,,,1.0,-0.6968,14.0452,-2.1201,11.0,-1.3367,12.0,15.0,2597.0,0.7381,485.0,-13.8178,-2.849,5.8438,45.0,20.0,1.6968,12.3367,-0.2038,14.0335,0.7666,7.4213
soccer-uslc-2026-kRQaeY8QKZ,,2026,1,USLC,,,0.0,-0.1148,12.7488,-1.1297,0.0,-0.3431,0.0,2.0,442.0,0.7025,121.0,-3.5138,-2.904,0.0,4.0,0.0,0.1148,0.3431,-0.3431,0.4579,0.7315,0.4852
