game_id,date,season,week,league,away,home,rushing_tds,rushing_yards
OREGON-WASHINGTON-0425,2025-04-25,2025,7,AF1,WASHINGTON,OREGON,0.0,0.0
WASHINGTON-SWKANSAS-05-25,2025-05-25,2025,11,AF1,SW KANSAS,WASHINGTON,0.0,11.0
