game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_runouts,match_played
cricket-t20i-2024-04-23-1429628,2024-04-23,2024,1,T20I,Mozambique,Botswana,,,,,,,1.0,1.0
cricket-t20i-2024-04-25-1429632,2024-04-25,2024,1,T20I,Botswana,Rwanda,3.0,0.0,0.0,9.0,0.0,0.0,,1.0
