game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-nwsl-2016-4JMAk47qKg,,2016,1,NWSL,,,0.0,-0.7966,20.2013,4.2749,0.0,-0.3127,0.0,14.0,1056.0,0.7997,624.0,11.82,1.8942,0.0,9.0,4.0,0.7966,0.3127,-0.1208,1.1093,0.7807,0.1545
soccer-nwsl-2017-4JMAk47qKg,,2017,1,NWSL,,,0.0,-0.4344,18.2808,4.0223,0.0,-0.2433,0.0,6.0,706.0,0.8346,387.0,17.1775,4.4386,0.0,4.0,1.0,0.4344,0.2433,-0.113,0.6777,0.7902,0.1866
soccer-nwsl-2017-KPqjw8PQ6v,,2017,1,NWSL,,,0.0,-0.0159,16.4959,5.0436,0.0,0.0,0.0,1.0,93.0,0.7647,51.0,1.5557,3.0505,0.0,0.0,0.0,0.0159,0.0,0.0,0.0159,0.7342,0.0
soccer-nwsl-2018-KPqjw8PQ6v,,2018,1,NWSL,,,0.0,-0.4061,16.4975,5.6686,0.0,-0.8294,0.0,6.0,664.0,0.7813,352.0,15.6163,4.4365,0.0,14.0,2.0,0.4061,0.8294,-0.2565,1.2355,0.7369,0.5367
soccer-nwsl-2019-KPqjw8PQ6v,,2019,1,NWSL,,,1.0,-0.1605,16.4943,4.8877,1.0,-0.1702,2.0,16.0,1211.0,0.7986,690.0,41.3164,5.9879,0.3238,13.0,3.0,1.1605,1.1702,-0.9095,2.3307,0.7387,0.6603
soccer-nwsl-2020-KPqjw8PQ6v,,2020,1,NWSL,,,1.0,0.1189,18.7311,6.3366,2.0,1.0071,3.0,5.0,599.0,0.8019,313.0,9.7027,3.0999,0.983,8.0,5.0,0.8811,0.9929,0.7675,1.874,0.7709,0.511
soccer-nwsl-2021-KPqjw8PQ6v,,2021,1,NWSL,,,2.0,-0.8302,18.5661,8.9819,3.0,-0.4827,5.0,38.0,2592.0,0.6916,1323.0,17.5764,1.3285,2.8515,34.0,12.0,2.8302,3.4827,-0.0651,6.3129,0.6783,3.2702
soccer-nwsl-2022-KPqjw8PQ6v,,2022,1,NWSL,,,0.0,-0.1738,17.2905,5.8118,0.0,-0.1355,0.0,2.0,440.0,0.7678,323.0,7.8143,2.4193,0.0,5.0,1.0,0.1738,0.1355,0.0692,0.3093,0.7436,0.0515
soccer-nwsl-2023-4wM4rZdqjB,,2023,1,NWSL,,,0.0,0.0,18.3048,5.4554,0.0,-0.25,0.0,0.0,397.0,0.8075,213.0,2.4181,1.1353,0.0,6.0,1.0,0.0,0.25,-0.0662,0.25,0.7962,0.1852
soccer-nwsl-2024-XVqKeVKM01,,2024,1,NWSL,,,0.0,-0.5419,17.7617,3.7799,0.0,-0.9494,0.0,6.0,1014.0,0.8738,515.0,36.2146,7.032,0.0,8.0,3.0,0.5419,0.9494,-0.7543,1.4913,0.8035,0.4838
soccer-nwsl-2025-XVqKeVKM01,,2025,1,NWSL,,,1.0,0.4952,18.5414,3.4758,0.0,-0.5546,1.0,10.0,812.0,0.8535,396.0,21.1501,5.3409,0.0,10.0,2.0,0.5048,0.5546,-0.1615,1.0595,0.8001,0.3553
