game_id,date,season,week,league,away,home,completion_pct,interceptions,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_AF1_2026_4_19_T612138G1168205@T584747,2026-04-19,2026,2,AF1,Oceanside Bombers,Kentucky Barrels,789.0,0.0,19.0,15.0,45.0,19.0,0.0,158.0,0.0,7.0,281.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0
FOOTBALL_AF1_2026_5_3_T584637G1168212@T584747,2026-05-03,2026,4,AF1,Nashville Kats,Kentucky Barrels,485.0,0.0,33.0,16.0,37.0,14.0,0.0,100.0,0.0,3.0,219.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0
FOOTBALL_AF1_2026_5_9_T584747G1168215@T584635,2026-05-09,2026,5,AF1,Kentucky Barrels,Albany Firebirds,692.0,3.0,39.0,27.0,32.0,11.0,0.0,98.0,0.0,5.0,291.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
