game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_W17_SSK,,,17,CFL,,,,0.0,27.0,3.0,,
SYNTHETIC_CFL_W18_SSK,,,18,CFL,,,,0.0,11.0,1.0,,
SYNTHETIC_CFL_2023_W5_MTL,,2023,5,CFL,,,,0.0,11.0,1.0,,
SYNTHETIC_CFL_2023_W6_MTL,,2023,6,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W10_MTL,,2023,10,CFL,,,0.0,,,,0.0,1.0
SYNTHETIC_CFL_2023_W11_MTL,,2023,11,CFL,,,,0.0,14.0,2.0,,
SYNTHETIC_CFL_2023_W12_MTL,,2023,12,CFL,,,,0.0,4.0,1.0,,
SYNTHETIC_CFL_2023_W13_MTL,,2023,13,CFL,,,,0.0,21.0,2.0,,
SYNTHETIC_CFL_2023_W14_MTL,,2023,14,CFL,,,,0.0,2.0,1.0,,
SYNTHETIC_CFL_2023_W15_MTL,,2023,15,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W17_MTL,,2023,17,CFL,,,,0.0,2.0,1.0,,
SYNTHETIC_CFL_2023_W19_MTL,,2023,19,CFL,,,,0.0,3.0,1.0,,
SYNTHETIC_CFL_2024_W1_HAM,,2024,1,CFL,,,,0.0,13.0,2.0,,
SYNTHETIC_CFL_2024_W2_HAM,,2024,2,CFL,,,,0.0,12.0,1.0,,
SYNTHETIC_CFL_2024_W3_HAM,,2024,3,CFL,,,,0.0,21.0,2.0,,
SYNTHETIC_CFL_2024_W5_HAM,,2024,5,CFL,,,,0.0,14.0,1.0,,
SYNTHETIC_CFL_2024_W7_HAM,,2024,7,CFL,,,,0.0,12.0,1.0,,
SYNTHETIC_CFL_2024_W8_HAM,,2024,8,CFL,,,,0.0,9.0,1.0,,
SYNTHETIC_CFL_2024_W9_HAM,,2024,9,CFL,,,,0.0,11.0,1.0,,
SYNTHETIC_CFL_2024_W10_HAM,,2024,10,CFL,,,,0.0,8.0,2.0,,
SYNTHETIC_CFL_2024_W13_HAM,,2024,13,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W16_HAM,,2024,16,CFL,,,,0.0,3.0,1.0,,
SYNTHETIC_CFL_2024_W17_HAM,,2024,17,CFL,,,,0.0,4.0,1.0,,
SYNTHETIC_CFL_2024_W20_HAM,,2024,20,CFL,,,,0.0,14.0,1.0,,
