game_id,date,season,week,league,away,home,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds
FOOTBALL_CFL_2022_10_29_HAM@OTT,2022-10-29,2022,1,CFL,HAM,OTT,51.0,6.0,6.0,39.0,278.0
FOOTBALL_CFL_2022_11_6_HAM@MTL,2022-11-06,2022,1,CFL,HAM,MTL,55.0,6.0,6.0,94.0,285.0
