game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,,,1.0,,,,,2.0,,,12.0,
2023-05-27-MIN-DET,2023-05-27,2023,5,,MIN,DET,,1.0,,,,,,,,,,
2023-05-28-MIN-CHI,2023-05-28,2023,5,,MIN,CHI,,,4.0,4.0,,,1.0,,4.0,,50.0,82.0
2023-06-03-CHI-MIN,2023-06-03,2023,6,,CHI,MIN,2.0,,5.0,4.0,1.0,,,,4.0,,57.0,34.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,,MIN,MAD,,1.0,4.0,4.0,,,,,4.0,,73.0,20.0
2023-06-24-MIN-COL,2023-06-24,2023,9,,MIN,COL,,,4.0,4.0,,1.0,,,4.0,,43.0,-9.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,,MIN,MAD,1.0,0.0,1.0,1.0,0.0,,,,1.0,0.0,10.0,8.0
2023-07-15-CHI-MIN,2023-07-15,2023,12,,CHI,MIN,,2.0,5.0,3.0,1.0,,,,4.0,1.0,108.0,-9.0
2023-07-23-DET-MIN,2023-07-23,2023,13,,DET,MIN,1.0,1.0,4.0,2.0,1.0,1.0,,,3.0,1.0,144.0,9.0
