game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202206050SEA,2022-06-05,2022,1,WNBA,CON,SEA,12.0,,8.0,,0.222,9.0,2.0,1.0,0.667,6.0,4.0,,35.78333333333333,3.0,9.0,8.0,11.0,1.0,4.0
WNBA_202206080CON,2022-06-08,2022,1,WNBA,IND,CON,5.0,,7.0,,0.333,9.0,3.0,5.0,0.833,6.0,5.0,,28.416666666666668,2.0,10.0,11.0,9.0,,6.0
WNBA_202206100CON,2022-06-10,2022,1,WNBA,CHI,CON,8.0,,4.0,,0.417,12.0,5.0,4.0,0.5,2.0,1.0,,35.333333333333336,,,11.0,4.0,,2.0
WNBA_202206150CON,2022-06-15,2022,1,WNBA,ATL,CON,6.0,,5.0,,0.143,7.0,1.0,2.0,1.0,2.0,2.0,,20.733333333333334,,23.0,4.0,5.0,,
WNBA_202206170CON,2022-06-17,2022,1,WNBA,SEA,CON,8.0,,4.0,,0.625,8.0,5.0,2.0,,,,,39.46666666666667,1.0,9.0,10.0,5.0,1.0,3.0
WNBA_202206190WAS,2022-06-19,2022,1,WNBA,CON,WAS,3.0,,4.0,,0.333,6.0,2.0,3.0,,,,,25.8,4.0,-6.0,4.0,8.0,1.0,1.0
WNBA_202206220CON,2022-06-22,2022,1,WNBA,NYL,CON,5.0,,4.0,,0.286,7.0,2.0,5.0,0.667,3.0,2.0,,30.133333333333333,1.0,-15.0,6.0,5.0,1.0,3.0
WNBA_202206260ATL,2022-06-26,2022,1,WNBA,CON,ATL,8.0,,8.0,,0.571,7.0,4.0,3.0,0.875,8.0,7.0,,31.8,3.0,7.0,15.0,11.0,1.0,3.0
WNBA_202206290CHI,2022-06-29,2022,1,WNBA,CON,CHI,4.0,,4.0,,0.533,15.0,8.0,2.0,0.875,8.0,7.0,,35.53333333333333,1.0,-2.0,23.0,5.0,2.0,1.0
WNBA_202207030CON,2022-07-03,2022,1,WNBA,WAS,CON,2.0,2.0,9.0,,0.529,17.0,9.0,1.0,0.625,8.0,5.0,,41.233333333333334,,3.0,23.0,9.0,1.0,2.0
WNBA_202207050DAL,2022-07-05,2022,1,WNBA,CON,DAL,6.0,1.0,3.0,,0.4,5.0,2.0,3.0,1.0,2.0,2.0,,31.25,1.0,-12.0,6.0,4.0,2.0,3.0
WNBA_202207130IND,2022-07-13,2022,1,WNBA,CON,IND,7.0,,5.0,,0.333,6.0,2.0,1.0,0.75,4.0,3.0,,29.266666666666666,1.0,18.0,7.0,6.0,2.0,1.0
WNBA_202207150ATL,2022-07-15,2022,1,WNBA,CON,ATL,5.0,,5.0,,0.444,9.0,4.0,1.0,0.75,4.0,3.0,,21.433333333333334,1.0,20.0,11.0,6.0,1.0,1.0
WNBA_202207170CON,2022-07-17,2022,1,WNBA,LVA,CON,6.0,,10.0,,0.167,6.0,1.0,3.0,0.75,4.0,3.0,,31.683333333333334,4.0,-5.0,5.0,14.0,1.0,9.0
WNBA_202207190CON,2022-07-19,2022,1,WNBA,NYL,CON,5.0,,9.0,,0.583,12.0,7.0,4.0,0.5,8.0,4.0,,37.86666666666667,4.0,21.0,18.0,13.0,6.0,2.0
WNBA_202207220MIN,2022-07-22,2022,1,WNBA,CON,MIN,12.0,1.0,10.0,1.0,0.538,13.0,7.0,5.0,0.5,2.0,1.0,,37.9,,12.0,15.0,10.0,3.0,1.0
WNBA_202207240MIN,2022-07-24,2022,1,WNBA,CON,MIN,5.0,,6.0,,0.4,10.0,4.0,2.0,0.875,8.0,7.0,,37.28333333333333,4.0,3.0,15.0,10.0,1.0,6.0
WNBA_202207280CON,2022-07-28,2022,1,WNBA,SEA,CON,11.0,,4.0,,0.727,11.0,8.0,3.0,1.0,3.0,3.0,,32.31666666666667,1.0,4.0,19.0,5.0,2.0,4.0
WNBA_202207310CON,2022-07-31,2022,1,WNBA,CHI,CON,8.0,,3.0,,0.6,15.0,9.0,2.0,0.667,6.0,4.0,,39.416666666666664,4.0,3.0,22.0,7.0,5.0,4.0
WNBA_202208020CON,2022-08-02,2022,1,WNBA,PHO,CON,10.0,,8.0,,0.385,13.0,5.0,1.0,,1.0,,,31.916666666666668,4.0,21.0,10.0,12.0,1.0,2.0
WNBA_202208040CON,2022-08-04,2022,1,WNBA,PHO,CON,6.0,,9.0,,0.4,10.0,4.0,3.0,0.5,2.0,1.0,,33.166666666666664,4.0,13.0,9.0,13.0,1.0,3.0
WNBA_202208070CHI,2022-08-07,2022,1,WNBA,CON,CHI,3.0,,6.0,1.0,0.444,18.0,8.0,4.0,,,,,34.11666666666667,2.0,-6.0,16.0,8.0,1.0,1.0
WNBA_202208090LAS,2022-08-09,2022,1,WNBA,CON,LAS,7.0,,3.0,,0.714,7.0,5.0,2.0,1.0,1.0,1.0,,26.116666666666667,1.0,27.0,11.0,4.0,4.0,3.0
WNBA_202208110LAS,2022-08-11,2022,1,WNBA,CON,LAS,5.0,1.0,8.0,,0.727,11.0,8.0,4.0,0.5,4.0,2.0,,23.366666666666667,1.0,27.0,18.0,9.0,1.0,2.0
WNBA_202208140CON,2022-08-14,2022,1,WNBA,MIN,CON,5.0,,5.0,,0.75,8.0,6.0,2.0,1.0,4.0,4.0,,25.2,2.0,18.0,16.0,7.0,2.0,2.0
WNBA_202208180CON,2022-08-18,2022,1,WNBA,DAL,CON,7.0,1.0,8.0,,0.636,11.0,7.0,1.0,0.5,2.0,1.0,,30.916666666666668,2.0,13.0,15.0,10.0,1.0,2.0
WNBA_202208210CON,2022-08-21,2022,1,WNBA,DAL,CON,5.0,,6.0,,0.375,8.0,3.0,,,,,,28.366666666666667,,-30.0,6.0,6.0,,2.0
WNBA_202208240DAL,2022-08-24,2022,1,WNBA,CON,DAL,2.0,,6.0,,0.333,12.0,4.0,1.0,0.625,8.0,5.0,,38.1,2.0,14.0,13.0,8.0,2.0,4.0
WNBA_202208280CHI,2022-08-28,2022,1,WNBA,CON,CHI,7.0,,6.0,1.0,0.375,16.0,6.0,3.0,,1.0,,,33.31666666666667,4.0,12.0,12.0,10.0,1.0,1.0
WNBA_202208310CHI,2022-08-31,2022,1,WNBA,CON,CHI,4.0,,7.0,,0.375,8.0,3.0,2.0,0.25,4.0,1.0,,31.3,3.0,-20.0,7.0,10.0,4.0,2.0
WNBA_202209040CON,2022-09-04,2022,1,WNBA,CHI,CON,7.0,,10.0,,0.25,12.0,3.0,4.0,,,,,36.416666666666664,3.0,-5.0,6.0,13.0,,3.0
WNBA_202209060CON,2022-09-06,2022,1,WNBA,CHI,CON,4.0,,7.0,,0.667,9.0,6.0,5.0,0.714,7.0,5.0,,24.016666666666666,1.0,11.0,17.0,8.0,1.0,3.0
WNBA_202209080CHI,2022-09-08,2022,1,WNBA,CON,CHI,8.0,1.0,10.0,,0.364,11.0,4.0,3.0,1.0,4.0,4.0,,35.18333333333333,,10.0,12.0,10.0,,4.0
WNBA_202209110LVA,2022-09-11,2022,1,WNBA,CON,LVA,5.0,3.0,6.0,,0.563,16.0,9.0,2.0,0.5,2.0,1.0,,35.733333333333334,5.0,-10.0,19.0,11.0,3.0,1.0
WNBA_202209130LVA,2022-09-13,2022,1,WNBA,CON,LVA,4.0,,2.0,,0.667,9.0,6.0,4.0,0.5,2.0,1.0,,34.266666666666666,1.0,-12.0,13.0,3.0,2.0,1.0
WNBA_202209150CON,2022-09-15,2022,1,WNBA,LVA,CON,11.0,1.0,12.0,,0.571,14.0,8.0,3.0,,1.0,,,34.05,3.0,22.0,16.0,15.0,2.0,3.0
WNBA_202209180CON,2022-09-18,2022,1,WNBA,LVA,CON,11.0,2.0,6.0,,0.556,9.0,5.0,1.0,0.5,2.0,1.0,,40.0,4.0,-7.0,11.0,10.0,2.0,4.0
WNBA_202305190IND,2023-05-19,2023,1,WNBA,CON,IND,6.0,2.0,7.0,,0.429,14.0,6.0,2.0,0.857,7.0,6.0,,38.15,4.0,12.0,18.0,11.0,3.0,5.0
WNBA_202305210CON,2023-05-21,2023,1,WNBA,WAS,CON,6.0,,15.0,,0.417,12.0,5.0,5.0,0.8,5.0,4.0,,37.35,1.0,1.0,14.0,16.0,3.0,4.0
WNBA_202305230WAS,2023-05-23,2023,1,WNBA,CON,WAS,5.0,,8.0,,0.667,9.0,6.0,3.0,0.625,16.0,10.0,,35.63333333333333,2.0,14.0,22.0,10.0,2.0,1.0
WNBA_202305270NYL,2023-05-27,2023,1,WNBA,CON,NYL,2.0,,6.0,,,5.0,,4.0,0.833,6.0,5.0,,33.016666666666666,2.0,-12.0,5.0,8.0,,4.0
WNBA_202305300CON,2023-05-30,2023,1,WNBA,IND,CON,7.0,,11.0,,0.462,13.0,6.0,3.0,0.333,3.0,1.0,,36.68333333333333,6.0,7.0,13.0,17.0,,2.0
WNBA_202306010MIN,2023-06-01,2023,1,WNBA,CON,MIN,16.0,1.0,6.0,,0.533,15.0,8.0,3.0,,,,,40.0,3.0,5.0,16.0,9.0,,2.0
WNBA_202306040CON,2023-06-04,2023,1,WNBA,DAL,CON,6.0,,8.0,,0.333,9.0,3.0,2.0,0.778,9.0,7.0,,36.63333333333333,2.0,12.0,13.0,10.0,1.0,2.0
WNBA_202306060CON,2023-06-06,2023,1,WNBA,LVA,CON,5.0,,9.0,,0.364,11.0,4.0,2.0,0.857,7.0,6.0,,39.68333333333333,2.0,-8.0,14.0,11.0,1.0,4.0
WNBA_202306080CON,2023-06-08,2023,1,WNBA,LVA,CON,12.0,,7.0,,0.273,11.0,3.0,3.0,0.75,4.0,3.0,,33.733333333333334,1.0,15.0,9.0,8.0,3.0,3.0
WNBA_202306110ATL,2023-06-11,2023,1,WNBA,CON,ATL,8.0,,8.0,,0.5,14.0,7.0,2.0,0.6,5.0,3.0,,35.71666666666667,4.0,7.0,17.0,12.0,3.0,7.0
WNBA_202306150CON,2023-06-15,2023,1,WNBA,ATL,CON,7.0,1.0,6.0,,0.526,19.0,10.0,2.0,1.0,3.0,3.0,,43.05,,-2.0,23.0,6.0,3.0,2.0
WNBA_202306180LAS,2023-06-18,2023,1,WNBA,CON,LAS,12.0,1.0,4.0,,0.615,13.0,8.0,4.0,,,,,40.0,,9.0,16.0,4.0,5.0,1.0
WNBA_202306200SEA,2023-06-20,2023,1,WNBA,CON,SEA,12.0,,14.0,,0.5,12.0,6.0,2.0,0.5,2.0,1.0,,40.0,1.0,6.0,13.0,15.0,3.0,2.0
WNBA_202306220MIN,2023-06-22,2023,1,WNBA,CON,MIN,2.0,,9.0,,0.4,10.0,4.0,2.0,0.7,10.0,7.0,,28.45,,24.0,15.0,9.0,1.0,3.0
WNBA_202306250CON,2023-06-25,2023,1,WNBA,CHI,CON,12.0,,7.0,,0.467,15.0,7.0,2.0,,,,,32.78333333333333,4.0,14.0,14.0,11.0,2.0,1.0
WNBA_202306270CON,2023-06-27,2023,1,WNBA,NYL,CON,10.0,1.0,6.0,,0.294,17.0,5.0,1.0,1.0,1.0,1.0,,40.0,4.0,-8.0,11.0,10.0,4.0,1.0
WNBA_202307010LVA,2023-07-01,2023,1,WNBA,CON,LVA,11.0,,5.0,,0.417,12.0,5.0,3.0,0.667,3.0,2.0,,33.016666666666666,,-22.0,12.0,5.0,2.0,3.0
WNBA_202307060CON,2023-07-06,2023,1,WNBA,SEA,CON,7.0,1.0,4.0,,0.636,11.0,7.0,2.0,0.667,3.0,2.0,,22.783333333333335,1.0,32.0,16.0,5.0,3.0,4.0
WNBA_202307090CON,2023-07-09,2023,1,WNBA,WAS,CON,6.0,1.0,7.0,,0.714,14.0,10.0,3.0,0.5,4.0,2.0,,39.45,2.0,11.0,22.0,9.0,1.0,6.0
WNBA_202307120CHI,2023-07-12,2023,1,WNBA,CON,CHI,10.0,,5.0,,0.615,13.0,8.0,2.0,0.5,6.0,3.0,,38.266666666666666,2.0,13.0,19.0,7.0,,2.0
WNBA_202307180PHO,2023-07-18,2023,1,WNBA,CON,PHO,7.0,2.0,4.0,,0.25,12.0,3.0,3.0,0.833,6.0,5.0,,40.0,2.0,-6.0,11.0,6.0,,4.0
WNBA_202307200CON,2023-07-20,2023,1,WNBA,ATL,CON,7.0,2.0,9.0,,0.375,16.0,6.0,5.0,,,,,38.43333333333333,1.0,12.0,12.0,10.0,2.0,2.0
WNBA_202307220ATL,2023-07-22,2023,1,WNBA,CON,ATL,8.0,,9.0,,0.556,9.0,5.0,3.0,0.556,9.0,5.0,,29.983333333333334,2.0,13.0,15.0,11.0,1.0,5.0
WNBA_202307250DAL,2023-07-25,2023,1,WNBA,CON,DAL,7.0,1.0,9.0,,0.333,9.0,3.0,3.0,0.4,5.0,2.0,,40.0,1.0,5.0,8.0,10.0,,4.0
WNBA_202307300CON,2023-07-30,2023,1,WNBA,MIN,CON,11.0,,10.0,,0.375,16.0,6.0,1.0,0.833,6.0,5.0,,38.13333333333333,4.0,-3.0,17.0,14.0,2.0,6.0
WNBA_202308010CON,2023-08-01,2023,1,WNBA,MIN,CON,12.0,1.0,17.0,,0.529,17.0,9.0,2.0,0.75,4.0,3.0,,40.0,3.0,10.0,21.0,20.0,3.0,
WNBA_202308040IND,2023-08-04,2023,1,WNBA,CON,IND,8.0,1.0,5.0,,0.5,10.0,5.0,4.0,0.5,2.0,1.0,,31.35,2.0,18.0,11.0,7.0,2.0,5.0
WNBA_202308080SEA,2023-08-08,2023,1,WNBA,CON,SEA,8.0,1.0,8.0,,0.429,14.0,6.0,2.0,1.0,4.0,4.0,,34.96666666666667,4.0,21.0,16.0,12.0,4.0,6.0
WNBA_202308100PHO,2023-08-10,2023,1,WNBA,CON,PHO,8.0,1.0,9.0,,0.421,19.0,8.0,3.0,0.8,5.0,4.0,,40.0,2.0,-6.0,20.0,11.0,,3.0
WNBA_202308120DAL,2023-08-12,2023,1,WNBA,CON,DAL,5.0,,7.0,1.0,0.545,22.0,12.0,3.0,0.667,3.0,2.0,,40.0,3.0,-10.0,26.0,10.0,2.0,1.0
WNBA_202308180CON,2023-08-18,2023,1,WNBA,DAL,CON,7.0,,6.0,,0.412,17.0,7.0,4.0,0.25,4.0,1.0,,38.56666666666667,4.0,-16.0,15.0,10.0,2.0,2.0
WNBA_202308200CHI,2023-08-20,2023,1,WNBA,CON,CHI,8.0,,5.0,,0.615,13.0,8.0,3.0,0.857,7.0,6.0,,38.016666666666666,,15.0,22.0,5.0,,3.0
WNBA_202308220WAS,2023-08-22,2023,1,WNBA,CON,WAS,4.0,1.0,9.0,,0.625,16.0,10.0,4.0,1.0,2.0,2.0,,40.0,1.0,4.0,22.0,10.0,3.0,4.0
WNBA_202308240CON,2023-08-24,2023,1,WNBA,NYL,CON,12.0,,5.0,1.0,0.5,18.0,9.0,3.0,1.0,4.0,4.0,,45.0,2.0,-5.0,22.0,7.0,3.0,5.0
WNBA_202308270CON,2023-08-27,2023,1,WNBA,LAS,CON,8.0,,10.0,1.0,0.545,11.0,6.0,2.0,0.833,6.0,5.0,,37.88333333333333,,17.0,17.0,10.0,2.0,4.0
WNBA_202308310CON,2023-08-31,2023,1,WNBA,PHO,CON,8.0,,11.0,,0.4,10.0,4.0,3.0,1.0,4.0,4.0,,39.0,2.0,12.0,12.0,13.0,,7.0
WNBA_202309010NYL,2023-09-01,2023,1,WNBA,CON,NYL,,,3.0,,0.222,9.0,2.0,4.0,0.571,7.0,4.0,,25.833333333333332,1.0,-24.0,8.0,4.0,,4.0
WNBA_202309050CON,2023-09-05,2023,1,WNBA,LAS,CON,14.0,1.0,12.0,,0.786,14.0,11.0,2.0,0.714,7.0,5.0,,36.95,,14.0,27.0,12.0,6.0,3.0
WNBA_202309080CON,2023-09-08,2023,1,WNBA,IND,CON,8.0,,11.0,,0.429,7.0,3.0,3.0,0.8,5.0,4.0,,30.7,3.0,18.0,10.0,14.0,1.0,8.0
WNBA_202309100CON,2023-09-10,2023,1,WNBA,CHI,CON,4.0,,3.0,,0.4,5.0,2.0,,0.5,2.0,1.0,,16.4,2.0,5.0,5.0,5.0,,2.0
WNBA_202309130CON,2023-09-13,2023,1,WNBA,MIN,CON,10.0,,3.0,1.0,0.467,15.0,7.0,1.0,0.25,4.0,1.0,,36.766666666666666,,27.0,15.0,3.0,5.0,5.0
WNBA_202309170CON,2023-09-17,2023,1,WNBA,MIN,CON,6.0,2.0,7.0,,0.556,18.0,10.0,3.0,0.857,7.0,6.0,,40.0,1.0,-7.0,26.0,8.0,1.0,2.0
WNBA_202309200MIN,2023-09-20,2023,1,WNBA,CON,MIN,12.0,,5.0,,0.65,20.0,13.0,4.0,0.667,3.0,2.0,,40.0,1.0,15.0,28.0,6.0,1.0,2.0
WNBA_202309240NYL,2023-09-24,2023,1,WNBA,CON,NYL,10.0,,4.0,1.0,0.364,11.0,4.0,2.0,,2.0,,,40.0,3.0,15.0,8.0,7.0,2.0,3.0
WNBA_202309260NYL,2023-09-26,2023,1,WNBA,CON,NYL,9.0,,6.0,,0.154,13.0,2.0,3.0,1.0,6.0,6.0,,40.0,2.0,-7.0,10.0,8.0,1.0,3.0
WNBA_202309290CON,2023-09-29,2023,1,WNBA,NYL,CON,14.0,,6.0,,0.647,17.0,11.0,2.0,1.0,1.0,1.0,,37.516666666666666,3.0,-18.0,23.0,9.0,,3.0
WNBA_202310010CON,2023-10-01,2023,1,WNBA,NYL,CON,11.0,,11.0,,0.5,16.0,8.0,4.0,0.25,4.0,1.0,,37.483333333333334,4.0,-6.0,17.0,15.0,2.0,1.0
WNBA_202405140CON,2024-05-14,2024,1,WNBA,IND,CON,13.0,,9.0,,0.5,8.0,4.0,2.0,0.625,8.0,5.0,,35.9,1.0,14.0,13.0,10.0,3.0,7.0
WNBA_202405170CON,2024-05-17,2024,1,WNBA,WAS,CON,6.0,1.0,8.0,,0.429,7.0,3.0,4.0,1.0,7.0,7.0,,36.56666666666667,3.0,9.0,13.0,11.0,2.0,5.0
WNBA_202405200IND,2024-05-20,2024,1,WNBA,CON,IND,9.0,1.0,9.0,,0.571,14.0,8.0,3.0,0.667,12.0,8.0,,40.0,5.0,4.0,24.0,14.0,1.0,1.0
WNBA_202405230CON,2024-05-23,2024,1,WNBA,MIN,CON,5.0,2.0,6.0,,0.429,14.0,6.0,3.0,0.857,7.0,6.0,,43.56666666666667,1.0,-3.0,18.0,7.0,2.0,2.0
WNBA_202405250CHI,2024-05-25,2024,1,WNBA,CON,CHI,6.0,,4.0,,0.5,6.0,3.0,1.0,0.75,4.0,3.0,,23.116666666666667,2.0,4.0,9.0,6.0,1.0,6.0
WNBA_202405280CON,2024-05-28,2024,1,WNBA,PHO,CON,8.0,1.0,5.0,,0.714,7.0,5.0,,,2.0,,,24.433333333333334,1.0,21.0,10.0,6.0,1.0,4.0
WNBA_202405310CON,2024-05-31,2024,1,WNBA,DAL,CON,14.0,1.0,5.0,,0.545,11.0,6.0,1.0,0.375,8.0,3.0,,35.516666666666666,4.0,10.0,15.0,9.0,2.0,3.0
WNBA_202406020ATL,2024-06-02,2024,1,WNBA,CON,ATL,11.0,,11.0,,0.3,10.0,3.0,1.0,0.5,4.0,2.0,,35.25,3.0,17.0,8.0,14.0,,5.0
WNBA_202406040CON,2024-06-04,2024,1,WNBA,WAS,CON,7.0,,5.0,,0.3,10.0,3.0,2.0,1.0,1.0,1.0,,32.233333333333334,2.0,17.0,7.0,7.0,,3.0
WNBA_202406080CON,2024-06-08,2024,1,WNBA,NYL,CON,7.0,,10.0,,0.455,11.0,5.0,2.0,,2.0,,,40.0,2.0,-7.0,10.0,12.0,1.0,5.0
WNBA_202406100CON,2024-06-10,2024,1,WNBA,IND,CON,7.0,,13.0,,0.75,4.0,3.0,3.0,0.5,2.0,1.0,,27.383333333333333,5.0,20.0,7.0,18.0,2.0,6.0
WNBA_202406120CHI,2024-06-12,2024,1,WNBA,CON,CHI,4.0,,6.0,,0.692,13.0,9.0,2.0,1.0,2.0,2.0,,40.0,1.0,8.0,20.0,7.0,6.0,6.0
WNBA_202406150DAL,2024-06-15,2024,1,WNBA,CON,DAL,9.0,,6.0,,0.714,7.0,5.0,4.0,0.75,4.0,3.0,,29.2,3.0,20.0,13.0,9.0,,1.0
WNBA_202406180CON,2024-06-18,2024,1,WNBA,LAS,CON,7.0,,5.0,,0.8,5.0,4.0,2.0,0.6,5.0,3.0,,28.866666666666667,2.0,12.0,11.0,7.0,3.0,3.0
WNBA_202406210LVA,2024-06-21,2024,1,WNBA,CON,LVA,7.0,,3.0,,0.333,6.0,2.0,4.0,0.667,3.0,2.0,,32.083333333333336,,-17.0,6.0,3.0,,
WNBA_202406230SEA,2024-06-23,2024,1,WNBA,CON,SEA,3.0,2.0,7.0,,0.5,12.0,6.0,2.0,1.0,2.0,2.0,,36.15,7.0,-12.0,14.0,14.0,3.0,6.0
WNBA_202406270WAS,2024-06-27,2024,1,WNBA,CON,WAS,6.0,1.0,3.0,,0.2,5.0,1.0,2.0,0.625,8.0,5.0,,36.5,5.0,-3.0,7.0,8.0,1.0,3.0
WNBA_202406280CON,2024-06-28,2024,1,WNBA,ATL,CON,8.0,,5.0,,0.444,9.0,4.0,2.0,0.667,9.0,6.0,,35.88333333333333,2.0,-9.0,14.0,7.0,1.0,6.0
WNBA_202407010PHO,2024-07-01,2024,1,WNBA,CON,PHO,6.0,2.0,7.0,,0.625,8.0,5.0,1.0,,,,,39.35,5.0,8.0,10.0,12.0,1.0,3.0
WNBA_202407040MIN,2024-07-04,2024,1,WNBA,CON,MIN,14.0,,8.0,,0.4,10.0,4.0,2.0,1.0,5.0,5.0,,40.0,2.0,5.0,13.0,10.0,2.0,4.0
WNBA_202407070CON,2024-07-07,2024,1,WNBA,ATL,CON,9.0,,5.0,,0.6,5.0,3.0,1.0,0.5,2.0,1.0,,24.683333333333334,2.0,20.0,7.0,7.0,1.0,1.0
WNBA_202407100CON,2024-07-10,2024,1,WNBA,NYL,CON,8.0,1.0,6.0,,0.25,4.0,1.0,4.0,0.5,2.0,1.0,,37.25,3.0,-5.0,3.0,9.0,1.0,4.0
WNBA_202407140CON,2024-07-14,2024,1,WNBA,PHO,CON,3.0,,4.0,,0.6,5.0,3.0,2.0,,2.0,,,22.866666666666667,1.0,12.0,6.0,5.0,,2.0
WNBA_202407160NYL,2024-07-16,2024,1,WNBA,CON,NYL,5.0,1.0,4.0,1.0,0.889,9.0,8.0,,,1.0,,,23.016666666666666,4.0,-7.0,16.0,8.0,1.0,1.0
WNBA_202408160DAL,2024-08-16,2024,1,WNBA,CON,DAL,14.0,,7.0,,0.667,9.0,6.0,3.0,,1.0,,,31.416666666666668,1.0,14.0,12.0,8.0,2.0,6.0
WNBA_202408180ATL,2024-08-18,2024,1,WNBA,CON,ATL,6.0,1.0,5.0,,0.417,12.0,5.0,3.0,0.6,5.0,3.0,,31.416666666666668,3.0,-20.0,13.0,8.0,1.0,5.0
WNBA_202408200CON,2024-08-20,2024,1,WNBA,LAS,CON,8.0,,12.0,,0.333,12.0,4.0,3.0,0.333,3.0,1.0,,37.05,4.0,15.0,9.0,16.0,3.0,4.0
WNBA_202408230CON,2024-08-23,2024,1,WNBA,CHI,CON,11.0,1.0,6.0,1.0,0.714,7.0,5.0,2.0,0.667,3.0,2.0,,37.55,3.0,4.0,12.0,9.0,4.0,5.0
WNBA_202408240NYL,2024-08-24,2024,1,WNBA,CON,NYL,8.0,,2.0,,0.4,5.0,2.0,1.0,,,,,29.316666666666666,1.0,-6.0,4.0,3.0,1.0,3.0
WNBA_202408280IND,2024-08-28,2024,1,WNBA,CON,IND,6.0,,4.0,,0.636,11.0,7.0,3.0,0.5,6.0,3.0,,36.86666666666667,2.0,-4.0,17.0,6.0,2.0,4.0
WNBA_202408310WAS,2024-08-31,2024,1,WNBA,CON,WAS,1.0,,1.0,,,1.0,,2.0,,,,,6.916666666666667,,3.0,,1.0,,1.0
