game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105160CON,2021-05-16,2021,1,WNBA,PHO,CON,,,,,,,,,,,,,1.7333333333333334,,-6.0,,,,
WNBA_202109150CON,2021-09-15,2021,1,WNBA,NYL,CON,1.0,,3.0,,0.375,8.0,3.0,3.0,,,,,16.616666666666667,,15.0,6.0,3.0,1.0,1.0
WNBA_202109190CON,2021-09-19,2021,1,WNBA,ATL,CON,3.0,,6.0,,0.143,7.0,1.0,1.0,0.75,4.0,3.0,,18.583333333333332,1.0,7.0,5.0,7.0,,2.0
WNBA_202109280CON,2021-09-28,2021,1,WNBA,CHI,CON,2.0,,1.0,,0.273,11.0,3.0,3.0,0.5,2.0,1.0,,17.75,1.0,-4.0,7.0,2.0,2.0,
WNBA_202109300CON,2021-09-30,2021,1,WNBA,CHI,CON,6.0,,6.0,,0.462,13.0,6.0,4.0,0.75,4.0,3.0,,24.366666666666667,5.0,30.0,15.0,11.0,2.0,1.0
WNBA_202110030CHI,2021-10-03,2021,1,WNBA,CON,CHI,3.0,1.0,2.0,1.0,0.533,15.0,8.0,2.0,0.5,4.0,2.0,,24.716666666666665,1.0,-1.0,18.0,3.0,2.0,3.0
WNBA_202110060CHI,2021-10-06,2021,1,WNBA,CON,CHI,4.0,1.0,5.0,,0.3,10.0,3.0,,1.0,1.0,1.0,,26.416666666666668,3.0,-12.0,7.0,8.0,,1.0
WNBA_202205070NYL,2022-05-07,2022,1,WNBA,CON,NYL,2.0,,4.0,,0.625,16.0,10.0,3.0,0.556,9.0,5.0,,35.5,3.0,-3.0,25.0,7.0,4.0,3.0
WNBA_202205140CON,2022-05-14,2022,1,WNBA,LAS,CON,5.0,,7.0,,0.588,17.0,10.0,2.0,0.6,5.0,3.0,,36.45,4.0,17.0,23.0,11.0,1.0,4.0
WNBA_202205170NYL,2022-05-17,2022,1,WNBA,CON,NYL,3.0,,6.0,,0.833,6.0,5.0,2.0,1.0,2.0,2.0,,23.9,,9.0,12.0,6.0,4.0,5.0
WNBA_202205200CON,2022-05-20,2022,1,WNBA,IND,CON,3.0,1.0,7.0,,0.5,10.0,5.0,5.0,0.636,11.0,7.0,,34.45,,15.0,17.0,7.0,3.0,3.0
WNBA_202205220IND,2022-05-22,2022,1,WNBA,CON,IND,6.0,,4.0,,0.583,12.0,7.0,3.0,0.667,6.0,4.0,,27.1,2.0,22.0,18.0,6.0,2.0,2.0
WNBA_202205240CON,2022-05-24,2022,1,WNBA,DAL,CON,9.0,,2.0,,0.333,12.0,4.0,4.0,0.833,6.0,5.0,,36.5,6.0,-12.0,13.0,8.0,,1.0
WNBA_202205260CON,2022-05-26,2022,1,WNBA,DAL,CON,4.0,,3.0,,0.429,7.0,3.0,2.0,1.0,2.0,2.0,,23.75,3.0,6.0,8.0,6.0,2.0,2.0
WNBA_202205280CON,2022-05-28,2022,1,WNBA,WAS,CON,6.0,,8.0,,0.462,13.0,6.0,3.0,1.0,2.0,2.0,,35.31666666666667,2.0,2.0,14.0,10.0,,7.0
WNBA_202205310LVA,2022-05-31,2022,1,WNBA,CON,LVA,6.0,,9.0,,0.5,12.0,6.0,2.0,,,,,34.45,2.0,-15.0,12.0,11.0,2.0,2.0
WNBA_202206020LVA,2022-06-02,2022,1,WNBA,CON,LVA,5.0,,11.0,,0.6,10.0,6.0,4.0,0.667,6.0,4.0,,35.71666666666667,1.0,9.0,16.0,12.0,2.0,2.0
WNBA_202206030PHO,2022-06-03,2022,1,WNBA,CON,PHO,7.0,1.0,8.0,,0.5,10.0,5.0,3.0,1.0,3.0,3.0,,34.38333333333333,2.0,11.0,13.0,10.0,1.0,3.0
