game_id,date,season,week,league,away,home,blocks,catches,completions,drops,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-SLC-POR,2023-05-05,2023,2,,SLC,POR,,1.0,1.0,,,1.0,1.0,,63.0,-8.0
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,3.0,3.0,3.0,1.0,2.0,,3.0,1.0,19.0,24.0
2023-05-19-OAK-POR,2023-05-19,2023,4,,OAK,POR,1.0,4.0,2.0,,2.0,1.0,2.0,,43.0,-16.0
2023-06-30-COL-POR,2023-06-30,2023,10,,COL,POR,,16.0,14.0,,2.0,,14.0,,278.0,44.0
