game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-odi-2007-02-05-267391,2007-02-05,2007,1,ODI,Kenya,Canada,6.0,1.0,1.0,9.0,11.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0
cricket-odi-2007-03-20-247471,2007-03-20,2007,1,ODI,Kenya,New Zealand,17.0,0.0,0.0,9.0,6.0,0.0,48.0,0.0,0.0,63.0,1.0,1.0,1.0
cricket-odi-2007-03-24-247479,2007-03-24,2007,1,ODI,England,Kenya,18.0,0.0,0.0,9.0,10.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,1.0
cricket-odi-2007-10-18-296685,2007-10-18,2007,1,ODI,Kenya,Canada,,,,,,,48.0,1.0,0.0,29.0,3.0,0.0,1.0
cricket-odi-2007-10-20-296687,2007-10-20,2007,1,ODI,Kenya,Canada,,,,,,,36.0,2.0,0.0,16.0,0.0,0.0,1.0
cricket-odi-2007-10-25-313992,2007-10-25,2007,1,ODI,Kenya,Bermuda,,,,,,,18.0,0.0,0.0,25.0,2.0,0.0,1.0
cricket-odi-2007-10-27-313993,2007-10-27,2007,1,ODI,Kenya,Bermuda,40.0,5.0,1.0,8.0,34.0,0.0,24.0,0.0,0.0,12.0,0.0,0.0,1.0
cricket-t20i-2007-09-01-306987,2007-09-01,2007,1,T20I,Kenya,Bangladesh,4.0,0.0,1.0,9.0,4.0,0.0,12.0,0.0,0.0,21.0,1.0,0.0,1.0
cricket-t20i-2007-09-04-306991,2007-09-04,2007,1,T20I,Kenya,Pakistan,8.0,0.0,0.0,9.0,4.0,0.0,18.0,0.0,0.0,19.0,0.0,0.0,1.0
cricket-t20i-2007-09-14-287860,2007-09-14,2007,1,T20I,Kenya,Sri Lanka,4.0,0.0,1.0,9.0,4.0,0.0,24.0,0.0,0.0,61.0,0.0,0.0,1.0
cricket-t20i-2010-02-10-439499,2010-02-10,2010,1,T20I,Canada,Kenya,,,,,,,6.0,0.0,0.0,10.0,1.0,0.0,1.0
cricket-odi-2014-01-23-696733,2014-01-23,2014,1,ODI,Netherlands,Kenya,,,,,,,60.0,1.0,1.0,50.0,2.0,1.0,1.0
