game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_W6_TOR,,,6,CFL,,,,1.0,70.0,5.0,,
SYNTHETIC_CFL_W7_TOR,,,7,CFL,,,,0.0,65.0,4.0,,
SYNTHETIC_CFL_W9_TOR,,,9,CFL,,,,0.0,73.0,4.0,,
SYNTHETIC_CFL_W10_TOR,,,10,CFL,,,,1.0,49.0,4.0,,
SYNTHETIC_CFL_W11_TOR,,,11,CFL,,,,0.0,70.0,5.0,,
SYNTHETIC_CFL_W14_TOR,,,14,CFL,,,,0.0,36.0,4.0,,
SYNTHETIC_CFL_W16_TOR,,,16,CFL,,,,0.0,100.0,5.0,,
SYNTHETIC_CFL_W17_TOR,,,17,CFL,,,,0.0,51.0,5.0,,
SYNTHETIC_CFL_W19_TOR,,,19,CFL,,,,1.0,80.0,3.0,,
SYNTHETIC_CFL_W20_TOR,,,20,CFL,,,,0.0,51.0,3.0,,
SYNTHETIC_CFL_2023_W2_TOR,,2023,2,CFL,,,,,29.0,2.0,,
SYNTHETIC_CFL_2023_W3_TOR,,2023,3,CFL,,,,0.0,23.0,1.0,,
SYNTHETIC_CFL_2023_W4_TOR,,2023,4,CFL,,,,1.0,47.0,4.0,,
SYNTHETIC_CFL_2023_W6_TOR,,2023,6,CFL,,,,0.0,91.0,3.0,,
SYNTHETIC_CFL_2023_W7_TOR,,2023,7,CFL,,,,1.0,80.0,4.0,,
SYNTHETIC_CFL_2023_W8_TOR,,2023,8,CFL,,,,0.0,34.0,2.0,,
SYNTHETIC_CFL_2023_W9_TOR,,2023,9,CFL,,,,0.0,13.0,1.0,,
SYNTHETIC_CFL_2023_W10_TOR,,2023,10,CFL,,,,3.0,180.0,6.0,,
SYNTHETIC_CFL_2023_W12_TOR,,2023,12,CFL,,,,1.0,77.0,3.0,,
SYNTHETIC_CFL_2023_W13_TOR,,2023,13,CFL,,,0.0,1.0,57.0,3.0,0.0,1.0
SYNTHETIC_CFL_2023_W14_TOR,,2023,14,CFL,,,,0.0,39.0,4.0,,
SYNTHETIC_CFL_2023_W15_TOR,,2023,15,CFL,,,,0.0,19.0,1.0,,
SYNTHETIC_CFL_2023_W16_TOR,,2023,16,CFL,,,,0.0,64.0,4.0,,
SYNTHETIC_CFL_2023_W17_TOR,,2023,17,CFL,,,,0.0,22.0,1.0,,
SYNTHETIC_CFL_2023_W18_TOR,,2023,18,CFL,,,,0.0,9.0,1.0,,
SYNTHETIC_CFL_2023_W19_TOR,,2023,19,CFL,,,,1.0,141.0,6.0,,
SYNTHETIC_CFL_2023_W20_TOR,,2023,20,CFL,,,,0.0,84.0,6.0,,
SYNTHETIC_CFL_2024_W1_TOR,,2024,1,CFL,,,,,27.0,2.0,,
SYNTHETIC_CFL_2024_W4_TOR,,2024,4,CFL,,,,0.0,49.0,4.0,,
SYNTHETIC_CFL_2024_W5_TOR,,2024,5,CFL,,,,0.0,32.0,3.0,,
SYNTHETIC_CFL_2024_W6_TOR,,2024,6,CFL,,,,0.0,11.0,2.0,,
SYNTHETIC_CFL_2024_W7_TOR,,2024,7,CFL,,,,1.0,44.0,4.0,,
SYNTHETIC_CFL_2024_W8_TOR,,2024,8,CFL,,,,0.0,15.0,1.0,,
SYNTHETIC_CFL_2024_W9_TOR,,2024,9,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W10_TOR,,2024,10,CFL,,,,0.0,31.0,3.0,,
SYNTHETIC_CFL_2024_W12_TOR,,2024,12,CFL,,,,0.0,40.0,4.0,,
SYNTHETIC_CFL_2024_W13_TOR,,2024,13,CFL,,,,1.0,74.0,7.0,,
SYNTHETIC_CFL_2024_W15_TOR,,2024,15,CFL,,,,0.0,71.0,4.0,,
SYNTHETIC_CFL_2024_W16_TOR,,2024,16,CFL,,,,0.0,118.0,4.0,,
SYNTHETIC_CFL_2024_W17_TOR,,2024,17,CFL,,,,0.0,29.0,3.0,,
SYNTHETIC_CFL_2024_W19_TOR,,2024,19,CFL,,,,0.0,33.0,2.0,,
SYNTHETIC_CFL_2024_W20_TOR,,2024,20,CFL,,,,0.0,42.0,4.0,,
SYNTHETIC_CFL_2024_W21_TOR,,2024,21,CFL,,,,0.0,6.0,1.0,,
SYNTHETIC_CFL_2025_W1_TOR,,2025,1,CFL,,,,1.0,31.0,2.0,,
SYNTHETIC_CFL_2025_W2_TOR,,2025,2,CFL,,,,0.0,32.0,3.0,,
SYNTHETIC_CFL_2025_W4_TOR,,2025,4,CFL,,,,0.0,96.0,5.0,,
SYNTHETIC_CFL_2025_W5_TOR,,2025,5,CFL,,,,0.0,42.0,3.0,,
SYNTHETIC_CFL_2025_W7_TOR,,2025,7,CFL,,,,0.0,17.0,1.0,,
SYNTHETIC_CFL_2025_W8_TOR,,2025,8,CFL,,,,1.0,66.0,4.0,,
SYNTHETIC_CFL_2025_W9_TOR,,2025,9,CFL,,,,0.0,52.0,4.0,,
SYNTHETIC_CFL_2025_W10_TOR,,2025,10,CFL,,,,1.0,29.0,3.0,,
SYNTHETIC_CFL_2025_W11_TOR,,2025,11,CFL,,,,0.0,22.0,3.0,,
SYNTHETIC_CFL_2025_W12_TOR,,2025,12,CFL,,,,0.0,21.0,2.0,,
