game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards
SYNTHETIC_CFL_2024_W8_CGY,,2024,8,CFL,,,0.0,0.0,61.0
SYNTHETIC_CFL_2024_W13_CGY,,2024,13,CFL,,,0.0,0.0,33.0
SYNTHETIC_CFL_2024_W14_CGY,,2024,14,CFL,,,5.0,0.0,284.0
