game_id,date,season,week,league,away,home,def_ff,def_int,def_pd,def_tackles,gp,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
FOOTBALL_ELF_2022_SEASON_TOTAL,,2022,1,ELF,,,,,2.0,24.0,11.0,,,,,,
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,1.0,1.0,3.0,29.0,12.0,,,,,,
9889320,2023-08-12,2023,10,CFL,CGY,BC,,,,,,0.0,,,,0.0,1.0
9889325,2023-08-20,2023,11,CFL,BC,SSK,,,,,,0.0,,,,0.0,0.0
9889343,2023-09-22,2023,16,CFL,BC,EDM,,,,,,0.0,,,,0.0,0.0
10798019,2024-06-09,2024,1,CFL,BC,TOR,,,,,,,,,,,1.0
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,,2.0,1.0,44.0,12.0,,,,,,
10798062,2024-08-24,2024,12,CFL,BC,OTT,,,,,,,0.0,0.0,0.0,,
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,,,,9.0,12.0,,,,,,
