game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2025_W1_SSK,2025-06-05,2025,1,CFL,OTT,SSK,,,,,21.0
SYNTHETIC_CFL_2025_W2_SSK,2025-06-14,2025,2,CFL,SSK,HAM,,,,1.0,96.0
SYNTHETIC_CFL_2025_W3_SSK,2025-06-20,2025,3,CFL,SSK,TOR,,15.0,1.0,1.0,91.0
SYNTHETIC_CFL_2025_W4_SSK,2025-06-28,2025,4,CFL,BC,SSK,,12.0,1.0,1.0,139.0
SYNTHETIC_CFL_2025_W6_SSK,2025-07-11,2025,6,CFL,CGY,SSK,,58.0,6.0,,9.0
SYNTHETIC_CFL_2025_W7_SSK,2025-07-19,2025,7,CFL,SSK,BC,1.0,12.0,3.0,,72.0
SYNTHETIC_CFL_2025_W8_SSK,2025-07-25,2025,8,CFL,EDM,SSK,,11.0,3.0,,62.0
SYNTHETIC_CFL_2025_W9_SSK,2025-08-02,2025,9,CFL,SSK,MTL,,6.0,1.0,,74.0
SYNTHETIC_CFL_2025_W11_SSK,2025-08-16,2025,11,CFL,HAM,SSK,,33.0,3.0,,84.0
SYNTHETIC_CFL_2025_W12_SSK,2025-08-23,2025,12,CFL,SSK,CGY,,25.0,4.0,,65.0
SYNTHETIC_CFL_2025_W13_SSK,2025-08-31,2025,13,CFL,WPG,SSK,,2.0,1.0,1.0,89.0
SYNTHETIC_CFL_2025_W14_SSK,2025-09-06,2025,14,CFL,SSK,WPG,,9.0,1.0,1.0,50.0
SYNTHETIC_CFL_2025_W15_SSK,2025-09-13,2025,15,CFL,MTL,SSK,,14.0,3.0,1.0,90.0
SYNTHETIC_CFL_2025_W17_SSK,2025-09-27,2025,17,CFL,SSK,EDM,,17.0,2.0,1.0,115.0
SYNTHETIC_CFL_2025_W18_SSK,2025-10-03,2025,18,CFL,SSK,OTT,,20.0,3.0,1.0,53.0
SYNTHETIC_CFL_2025_W19_SSK,2025-10-10,2025,19,CFL,TOR,SSK,,7.0,2.0,,69.0
SYNTHETIC_CFL_2025_W21_SSK,2025-10-25,2025,21,CFL,BC,SSK,,9.0,1.0,,43.0
