game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2013-APk5LGOMOW,,2013,1,MLS,,,0.0,0.0,20.9057,9.1289,1.0,0.4695,1.0,0.0,592.0,0.7602,246.0,-11.0878,-4.5072,0.3504,5.0,1.0,0.0,0.5305,0.0524,0.5305,0.8052,0.3211
soccer-mls-2014-APk5LGOMOW,,2014,1,MLS,,,0.0,-0.2387,18.9004,9.0161,0.0,-0.0865,0.0,3.0,898.0,0.7507,341.0,-7.1256,-2.0896,0.0,2.0,0.0,0.2387,0.0865,-0.0865,0.3252,0.7716,0.0661
soccer-mls-2015-a2lqRX2Mr0,,2015,1,MLS,,,0.0,0.0,23.6232,13.507,0.0,-0.0891,0.0,0.0,777.0,0.6615,260.0,-14.7226,-5.6625,0.0,1.0,0.0,0.0,0.0891,-0.0891,0.0891,0.7182,0.0666
soccer-mls-2016-a2lqRX2Mr0,,2016,1,MLS,,,0.0,-0.0614,21.2661,12.5247,0.0,-0.4941,0.0,1.0,634.0,0.7218,266.0,1.2445,0.4679,0.0,4.0,0.0,0.0614,0.4941,-0.4941,0.5556,0.7171,0.3142
soccer-nasl-2016-odMX7YWQYL,,2016,1,NASL,,,0.0,-0.2152,24.0421,12.6211,0.0,-0.0246,0.0,4.0,575.0,0.7458,240.0,2.1532,0.8971,0.0,1.0,0.0,0.2152,0.0246,-0.0246,0.2398,0.7369,0.0147
soccer-nasl-2017-gpMOeARqzy,,2017,1,NASL,,,0.0,-0.4054,20.3642,9.2102,0.0,-1.2798,0.0,7.0,2370.0,0.7537,942.0,27.7156,2.9422,0.0,12.0,3.0,0.4054,1.2798,0.0228,1.6851,0.7243,0.742
soccer-uslc-2018-2lqRjjnqr0,,2018,1,USLC,,,0.0,-0.3204,19.6908,8.899,3.0,1.3799,3.0,3.0,3105.0,0.7255,1417.0,-14.6595,-1.0345,1.7072,20.0,6.0,0.3204,1.6201,-0.0291,1.9405,0.7358,1.2611
soccer-uslc-2019-2lqRjjnqr0,,2019,1,USLC,,,0.0,-0.6644,20.9172,7.9756,3.0,-0.0923,3.0,6.0,2959.0,0.7747,1527.0,16.7297,1.0956,0.8427,20.0,8.0,0.6644,3.0923,0.0574,3.7567,0.7638,1.4226
soccer-uslc-2020-2lqRjjnqr0,,2020,1,USLC,,,2.0,1.1091,22.2066,8.7139,0.0,-1.2796,2.0,5.0,1523.0,0.794,806.0,12.7386,1.5805,0.0,11.0,5.0,0.8909,1.2796,-0.2153,2.1705,0.7782,0.7801
soccer-uslc-2021-2lqRjjnqr0,,2021,1,USLC,,,0.0,-0.0829,23.2717,8.8666,2.0,0.5867,2.0,2.0,1899.0,0.8289,970.0,14.8467,1.5306,1.0251,7.0,3.0,0.0829,1.4133,0.7033,1.4963,0.8136,1.0323
soccer-uslc-2022-2lqRjjnqr0,,2022,1,USLC,,,0.0,0.0,19.5643,6.7654,0.0,-0.0116,0.0,0.0,104.0,0.8571,35.0,-1.0327,-2.9505,0.0,1.0,0.0,0.0,0.0116,-0.0116,0.0116,0.8866,0.0208
soccer-uslc-2022-NWMWg9LMlz,,2022,1,USLC,,,0.0,-0.3235,22.5112,9.48,0.0,-0.3131,0.0,3.0,1348.0,0.7766,591.0,4.1931,0.7095,0.0,7.0,1.0,0.3235,0.3131,-0.2931,0.6366,0.7696,0.2495
