game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2015-9z5k7Yg5A3,,2015,1,MLS,,,0.0,0.0,55.5971,50.8373,0.0,18.0,2.8585,0.0,1.1888,0.0,0.1,0.0,1069.0,0.5053,281.0,9.4236,3.3536,0.0,21.0,0.0,40.0,0.0,0.0,0.0,15.1415,0.0,0.0,0.4718,0.0
soccer-mls-2016-9z5k7Yg5A3,,2016,1,MLS,,,0.0,0.0,46.5076,38.7331,0.0,2.0,-0.2215,0.0,0.9003,0.0,0.4,0.0,96.0,0.5238,21.0,-2.153,-10.2526,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.2215,0.0,0.0,0.6263,0.0
soccer-mls-2017-9z5k7Yg5A3,,2017,1,MLS,,,0.0,0.0,54.3895,48.5257,0.0,13.0,1.7366,0.0,1.1542,0.0,0.1429,0.0,783.0,0.5234,214.0,5.3104,2.4815,0.0,34.0,0.0,49.0,0.0,0.0,0.0,11.2634,0.0,0.0,0.4985,0.0
soccer-uslc-2017-KPqjwN4Q6v,,2017,1,USLC,,,0.0,0.0,35.9577,24.8317,0.0,3.0,-0.4927,0.0,0.8589,0.0,0.1176,0.0,290.0,0.7983,119.0,0.9105,0.7652,0.0,14.0,0.0,17.0,0.0,0.0,0.0,3.4927,0.0,0.0,0.7907,0.0
soccer-mls-2018-9z5k7Yg5A3,,2018,1,MLS,,,0.0,0.0,47.5075,42.3259,0.0,0.0,-1.6484,0.0,0.0,0.0,0.1667,0.0,97.0,0.6154,39.0,3.3233,8.5213,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.6484,0.0,0.0,0.5302,0.0
soccer-uslc-2018-KPqjwN4Q6v,,2018,1,USLC,,,0.0,0.0,43.8321,35.1836,0.0,14.0,0.442,0.0,1.0326,0.0,0.1803,0.0,1172.0,0.5918,392.0,-17.9964,-4.5909,0.0,43.0,0.0,61.0,0.0,0.0,0.0,13.558,0.0,0.0,0.6377,0.0
soccer-uslc-2019-2vQ1NowMrA,,2019,1,USLC,,,0.0,0.0,50.0475,42.4574,0.0,27.0,-0.8057,-0.0312,0.971,0.0,0.1942,0.0,2943.0,0.5379,857.0,-0.981,-0.1145,0.0,76.0,2.0,103.0,0.0,0.0,0.0312,27.8057,-0.0312,0.0312,0.5391,0.0
soccer-mls-2020-zeQZkL1MKw,,2020,1,MLS,,,0.0,0.0,37.5121,30.2497,0.0,13.0,2.7185,0.0,1.2644,0.0,0.2,0.0,871.0,0.6524,187.0,-6.3808,-3.4122,0.0,20.0,0.0,35.0,0.0,0.0,0.0,10.2815,0.0,0.0,0.6865,0.0
soccer-mls-2021-zeQZkL1MKw,,2021,1,MLS,,,0.0,0.0,36.3693,28.313,0.0,20.0,4.1937,0.0,1.2653,0.0,0.1207,0.0,1253.0,0.7009,351.0,-8.9039,-2.5367,0.0,35.0,0.0,58.0,0.0,0.0,0.0,15.8063,0.0,0.0,0.7262,0.0
soccer-mls-2022-eVq3ya6MWO,,2022,1,MLS,,,0.0,0.0,38.1089,30.383,0.0,3.0,-0.3104,0.0,0.9062,0.0,0.1429,0.0,115.0,0.7,30.0,-0.9644,-3.2146,0.0,4.0,0.0,7.0,0.0,0.0,0.0,3.3104,0.0,0.0,0.7321,0.0
soccer-mls-2023-eVq3ya6MWO,,2023,1,MLS,,,0.0,-0.0301,38.0222,29.4219,0.0,31.0,1.6222,0.0,1.0552,0.0,0.1616,1.0,2518.0,0.6912,667.0,-19.0647,-2.8583,0.0,67.0,0.0,99.0,0.0,0.0301,0.0,29.3778,0.0,0.0301,0.7197,0.0
soccer-mls-2024-kaDQ0wRqEv,,2024,1,MLS,,,0.0,-0.1165,34.6498,27.3207,0.0,51.0,-2.9443,0.0,0.9454,0.0,0.1728,1.0,3773.0,0.6989,1043.0,-31.0583,-2.9778,0.0,138.0,0.0,191.0,0.0,0.1165,0.0,53.9443,0.0,0.1165,0.7287,0.0
soccer-mls-2025-a2lqRX2Mr0,,2025,1,MLS,,,0.0,0.0,42.3199,36.4365,0.0,3.0,0.6143,0.0,1.2575,0.0,0.0,0.0,99.0,0.5484,31.0,-2.9791,-9.6101,0.0,3.0,0.0,6.0,0.0,0.0,0.0,2.3857,0.0,0.0,0.6445,0.0
soccer-mls-2025-kaDQ0wRqEv,,2025,1,MLS,,,0.0,0.0,37.2814,30.1195,0.0,24.0,4.0152,0.0,1.2009,0.0,0.1034,0.0,1113.0,0.6254,299.0,-10.2136,-3.4159,0.0,32.0,0.0,58.0,0.0,0.0,0.0,19.9848,0.0,0.0,0.6596,0.0
