game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202506220GSV,2025-06-22,2025,1,WNBA,CON,GSV,1.0,1.0,,,,0.667,3.0,2.0,,1.0,1.0,1.0,20.916666666666668,,15.0,5.0,1.0,,1.0
WNBA_202506250GSV,2025-06-25,2025,1,WNBA,NYL,GSV,,,,1.0,,,2.0,,,,,,8.9,,-6.0,,,,
WNBA_202506270GSV,2025-06-27,2025,1,WNBA,CHI,GSV,2.0,1.0,1.0,1.0,1.0,0.75,4.0,3.0,2.0,0.6,5.0,3.0,24.8,1.0,5.0,10.0,2.0,,1.0
WNBA_202506290GSV,2025-06-29,2025,1,WNBA,SEA,GSV,3.0,5.0,,,,1.0,1.0,1.0,1.0,,,,22.6,1.0,10.0,2.0,6.0,1.0,2.0
WNBA_202507050MIN,2025-07-05,2025,1,WNBA,GSV,MIN,1.0,,,,,,1.0,,1.0,,,,3.6333333333333333,,,,,,
WNBA_202507070ATL,2025-07-07,2025,1,WNBA,GSV,ATL,,,0.5,2.0,1.0,0.6,5.0,3.0,1.0,,,,14.75,,-3.0,7.0,,,1.0
WNBA_202507090IND,2025-07-09,2025,1,WNBA,GSV,IND,3.0,,1.0,1.0,1.0,0.667,3.0,2.0,,,,,14.133333333333333,1.0,-1.0,5.0,1.0,2.0,2.0
WNBA_202507120LVA,2025-07-12,2025,1,WNBA,GSV,LVA,2.0,,,1.0,,0.333,3.0,1.0,2.0,1.0,1.0,1.0,10.65,,-6.0,3.0,,1.0,1.0
WNBA_202507160SEA,2025-07-16,2025,1,WNBA,GSV,SEA,,,,1.0,,0.333,3.0,1.0,2.0,,,,12.316666666666666,,-4.0,2.0,,,
WNBA_202507250GSV,2025-07-25,2025,1,WNBA,DAL,GSV,,,,,,,,,,,,,3.7,,-2.0,,,,
WNBA_202507270CON,2025-07-27,2025,1,WNBA,GSV,CON,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,16.033333333333335,,-5.0,3.0,2.0,,3.0
WNBA_202507310WAS,2025-07-31,2025,1,WNBA,GSV,WAS,,,,,,1.0,1.0,1.0,1.0,,,,3.35,,-6.0,2.0,,,
WNBA_202508010CHI,2025-08-01,2025,1,WNBA,GSV,CHI,3.0,2.0,,3.0,,,4.0,,2.0,,,,23.633333333333333,,3.0,,2.0,,2.0
WNBA_202508030LVA,2025-08-03,2025,1,WNBA,GSV,LVA,5.0,,0.5,2.0,1.0,0.2,5.0,1.0,,,,,18.216666666666665,,-11.0,3.0,,1.0,1.0
WNBA_202508090GSV,2025-08-09,2025,1,WNBA,LAS,GSV,,,,,,,,,,,,,1.5666666666666667,,-4.0,,,,1.0
WNBA_202508110GSV,2025-08-11,2025,1,WNBA,CON,GSV,,,,,,,2.0,,,,,,1.9666666666666668,,-3.0,,,,
WNBA_202508150CHI,2025-08-15,2025,1,WNBA,GSV,CHI,1.0,,,,,1.0,1.0,1.0,,,,,2.8666666666666667,,2.0,2.0,,,
WNBA_202508170GSV,2025-08-17,2025,1,WNBA,ATL,GSV,,1.0,,,,,,,,,,,1.8666666666666667,,4.0,,1.0,,
WNBA_202508190GSV,2025-08-19,2025,1,WNBA,PHO,GSV,1.0,3.0,,,,0.333,3.0,1.0,1.0,,,,13.633333333333333,1.0,-4.0,2.0,4.0,,
WNBA_202508220PHO,2025-08-22,2025,1,WNBA,GSV,PHO,,,,,,,,,,,,,6.65,,5.0,,,,2.0
WNBA_202508240DAL,2025-08-24,2025,1,WNBA,GSV,DAL,,1.0,,1.0,,0.5,2.0,1.0,,,,,4.966666666666667,,-11.0,2.0,1.0,,
WNBA_202508300GSV,2025-08-30,2025,1,WNBA,WAS,GSV,1.0,,,1.0,,,3.0,,1.0,,,,8.883333333333333,,3.0,,,,
WNBA_202509040GSV,2025-09-04,2025,1,WNBA,DAL,GSV,,1.0,,,,,3.0,,,,,,2.033333333333333,1.0,-4.0,,2.0,,1.0
WNBA_202509110MIN,2025-09-11,2025,1,WNBA,GSV,MIN,,,,,,,,,,,,,4.7,,,,,,
WNBA_202509140MIN,2025-09-14,2025,1,WNBA,GSV,MIN,1.0,1.0,,,,1.0,1.0,1.0,,,,,4.3,,5.0,2.0,1.0,,
