game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2022-06-09-1318358,2022-06-09,2022,1,T20I,Sweden,Germany,2.0,0.0,0.0,8.0,1.0,0.0,22.0,1.0,0.0,17.0,2.0,0.0,,1.0
cricket-t20i-2022-06-10-1318360,2022-06-10,2022,1,T20I,Austria,Sweden,,,,,,,24.0,0.0,0.0,26.0,1.0,0.0,,1.0
cricket-t20i-2022-06-11-1318361,2022-06-11,2022,1,T20I,Austria,Sweden,20.0,1.0,1.0,7.0,17.0,0.0,12.0,0.0,0.0,21.0,1.0,2.0,,1.0
cricket-t20i-2022-06-11-1318362,2022-06-11,2022,1,T20I,Germany,Sweden,18.0,0.0,0.0,6.0,12.0,0.0,24.0,0.0,0.0,25.0,5.0,0.0,1.0,1.0
cricket-t20i-2022-07-12-1321259,2022-07-12,2022,1,T20I,Finland,Sweden,3.0,0.0,1.0,8.0,3.0,0.0,24.0,0.0,0.0,18.0,1.0,1.0,,1.0
cricket-t20i-2022-07-13-1321262,2022-07-13,2022,1,T20I,Croatia,Sweden,,,,,,,24.0,0.0,0.0,17.0,5.0,2.0,,1.0
cricket-t20i-2022-07-15-1321265,2022-07-15,2022,1,T20I,Italy,Sweden,8.0,0.0,0.0,8.0,2.0,0.0,12.0,0.0,0.0,28.0,0.0,0.0,,1.0
cricket-t20i-2022-07-18-1321273,2022-07-18,2022,1,T20I,Sweden,Greece,3.0,0.0,1.0,7.0,3.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,1.0
cricket-t20i-2022-07-19-1321279,2022-07-19,2022,1,T20I,Romania,Sweden,,,,,,,24.0,1.0,0.0,13.0,3.0,2.0,1.0,1.0
cricket-t20i-2023-05-19-1370785,2023-05-19,2023,1,T20I,Denmark,Sweden,,,,,,,24.0,0.0,0.0,21.0,3.0,0.0,,1.0
cricket-t20i-2023-05-21-1370791,2023-05-21,2023,1,T20I,Sweden,Finland,8.0,1.0,0.0,4.0,6.0,0.0,24.0,0.0,0.0,17.0,1.0,0.0,,1.0
cricket-t20i-2024-07-08-1439816,2024-07-08,2024,1,T20I,Norway,Sweden,7.0,0.0,0.0,11.0,3.0,0.0,24.0,0.0,1.0,51.0,0.0,0.0,,1.0
cricket-t20i-2024-07-09-1439819,2024-07-09,2024,1,T20I,Germany,Sweden,,,,,,,24.0,0.0,0.0,40.0,1.0,0.0,,1.0
