game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,field_goal_yards,forced_fumbles,fumble_recoveries,interceptions_lost,passing_tds,passing_yards,patkick,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
4002611110441,,,4,,,,,,,,,,0.0,,,1.0,8.0,258.0,0.0,1.0,19.0,1.0,0.0,-1.0,,
SYNTHETIC_USFL_2022_W4_NO,,2022,4,USFL,,,,,,,,,,,,0.0,0.0,17.0,,,,,,,,
FOOTBALL_AF1_2026_4_25_T602555G1168209@T606163,2026-04-25,2026,3,AF1,Minnesota Monsters,Michigan Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,1.0,1.0
FOOTBALL_AF1_2026_5_9_T602555G1168217@T606163,2026-05-09,2026,5,AF1,Minnesota Monsters,Michigan Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,1.0
FOOTBALL_AF1_2026_5_30_T584747G1168388@T602555,2026-05-30,2026,8,AF1,Kentucky Barrels,Minnesota Monsters,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,0.0,2.0
FOOTBALL_AF1_2026_6_13_T602555G1168396@T584637,2026-06-13,2026,10,AF1,Minnesota Monsters,Nashville Kats,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,0.0,1.0
