game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-20-BOS-MTL,2023-05-20,2023,4,AUDL,BOSTON GLORY,MONTREAL ROYAL,,1.0,11.0,8.0,,4.0,,8.0,,174.0,16.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,AUDL,TORONTO RUSH,MONTREAL ROYAL,,,13.0,8.0,,3.0,,10.0,1.0,356.0,-13.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,AUDL,BOSTON GLORY,MONTREAL ROYAL,1.0,,10.0,6.0,,3.0,1.0,7.0,1.0,267.0,-26.0
2023-06-16-MTL-DC,2023-06-16,2023,8,AUDL,MONTREAL ROYAL,DC BREEZE,1.0,,19.0,15.0,,2.0,1.0,18.0,3.0,299.0,87.0
2023-07-21-MTL-BOS,2023-07-21,2023,13,AUDL,MONTREAL ROYAL,BOSTON GLORY,,,11.0,7.0,1.0,4.0,1.0,7.0,,229.0,36.0
2024-04-26-MTL-BOS,2024-04-26,2024,1,UFA,royal,glory,0.0,0.0,,,0.0,0.0,,,1.0,113.0,-40.0
2024-04-27-MTL-NY,2024-04-27,2024,1,UFA,royal,empire,0.0,0.0,,,1.0,1.0,,,1.0,139.0,-22.0
2024-05-11-MTL-TOR,2024-05-11,2024,3,UFA,royal,rush,1.0,1.0,,,0.0,1.0,,,0.0,168.0,5.0
2024-05-18-NY-MTL,2024-05-18,2024,4,UFA,empire,royal,0.0,0.0,,,0.0,1.0,,,0.0,62.0,-4.0
2024-06-08-TOR-MTL,2024-06-08,2024,7,UFA,rush,royal,0.0,1.0,,,0.0,3.0,,,1.0,224.0,87.0
2024-06-16-DC-MTL,2024-06-16,2024,8,UFA,breeze,royal,1.0,0.0,,,0.0,1.0,,,2.0,290.0,34.0
2024-06-21-MTL-PHI,2024-06-21,2024,9,UFA,royal,phoenix,1.0,0.0,,,0.0,3.0,,,2.0,208.0,91.0
2024-06-22-MTL-DC,2024-06-22,2024,9,UFA,royal,breeze,1.0,0.0,,,0.0,1.0,,,0.0,100.0,5.0
2024-06-30-PHI-MTL,2024-06-30,2024,10,UFA,phoenix,royal,1.0,1.0,,,0.0,2.0,,,0.0,88.0,15.0
2024-07-06-BOS-MTL,2024-07-06,2024,11,UFA,glory,royal,1.0,0.0,,,1.0,0.0,,,0.0,204.0,60.0
2024-07-19-MTL-TOR,2024-07-19,2024,13,UFA,royal,rush,2.0,0.0,,,0.0,4.0,,,0.0,285.0,58.0
2024-07-21-BOS-MTL,2024-07-21,2024,13,UFA,glory,royal,0.0,0.0,,,1.0,2.0,,,0.0,207.0,41.0
2025-04-26-MTL-BOS,2025-04-26,2025,1,UFA,royal,glory,0.0,0.0,,,0.0,1.0,,,0.0,68.0,33.0
2025-05-09-MTL-NY,2025-05-09,2025,3,UFA,royal,empire,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-10-MTL-BOS,2025-05-10,2025,3,UFA,royal,glory,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-17-NY-MTL,2025-05-17,2025,4,UFA,empire,royal,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-31-DC-MTL,2025-05-31,2025,6,UFA,breeze,royal,2.0,1.0,,,0.0,1.0,,,0.0,97.0,27.0
2025-06-06-PHI-MTL,2025-06-06,2025,7,UFA,phoenix,royal,1.0,0.0,,,0.0,1.0,,,0.0,99.0,14.0
2025-06-07-MTL-TOR,2025-06-07,2025,7,UFA,royal,rush,1.0,0.0,,,0.0,0.0,,,0.0,64.0,53.0
2025-06-14-BOS-MTL,2025-06-14,2025,8,UFA,glory,royal,0.0,1.0,,,0.0,1.0,,,1.0,48.0,13.0
2025-06-27-MTL-DC,2025-06-27,2025,10,UFA,royal,breeze,1.0,0.0,,,0.0,3.0,,,0.0,213.0,15.0
2025-06-28-MTL-PHI,2025-06-28,2025,10,UFA,royal,phoenix,0.0,0.0,,,0.0,2.0,,,0.0,110.0,75.0
2025-07-04-TOR-MTL,2025-07-04,2025,11,UFA,rush,royal,0.0,0.0,,,0.0,1.0,,,0.0,14.0,15.0
2025-07-19-TOR-MTL,2025-07-19,2025,13,UFA,rush,royal,0.0,1.0,,,0.0,4.0,,,0.0,221.0,32.0
2026-05-02-MTL-BOS,2026-05-02,2026,2,UFA,royal,glory,2.0,0.0,,,0.0,2.0,,,0.0,131.0,50.0
2026-05-03-MTL-DC,2026-05-03,2026,2,UFA,royal,breeze,0.0,0.0,,,0.0,2.0,,,1.0,174.0,26.0
2026-05-09-MTL-TOR,2026-05-09,2026,3,UFA,royal,rush,5.0,0.0,,,0.0,0.0,,,0.0,83.0,103.0
2026-05-10-MTL-PIT,2026-05-10,2026,3,UFA,royal,thunderbirds,0.0,0.0,,,0.0,0.0,,,1.0,14.0,2.0
2026-05-16-BOS-MTL,2026-05-16,2026,4,UFA,glory,royal,0.0,0.0,,,0.0,1.0,,,0.0,118.0,32.0
2026-05-23-TOR-MTL,2026-05-23,2026,5,UFA,rush,royal,0.0,0.0,,,0.0,0.0,,,1.0,43.0,-1.0
