game_id,date,season,week,league,away,home,interceptions_made,sacks,tackles
SYNTHETIC_CFL_2023_W18_HAM,,2023,18,CFL,,,0.0,0.0,2.0
SYNTHETIC_CFL_2023_W21_HAM,,2023,21,CFL,,,0.0,0.0,1.0
