game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_2023_W1_SHOWBOATS,,2023,1,USFL,,,0.0,19.0,1.0
SYNTHETIC_USFL_2023_W2_SHOWBOATS,,2023,2,USFL,,,0.0,1.0,1.0
SYNTHETIC_USFL_2023_W3_SHOWBOATS,,2023,3,USFL,,,0.0,10.0,1.0
SYNTHETIC_USFL_2023_W4_SHOWBOATS,,2023,4,USFL,,,0.0,24.0,2.0
SYNTHETIC_USFL_2023_W5_SHOWBOATS,,2023,5,USFL,,,0.0,12.0,2.0
SYNTHETIC_USFL_2023_W6_SHOWBOATS,,2023,6,USFL,,,,15.0,3.0
SYNTHETIC_USFL_2023_W7_SHOWBOATS,,2023,7,USFL,,,0.0,42.0,3.0
SYNTHETIC_USFL_2023_W8_SHOWBOATS,,2023,8,USFL,,,0.0,24.0,2.0
SYNTHETIC_USFL_2023_W9_SHOWBOATS,,2023,9,USFL,,,0.0,49.0,3.0
SYNTHETIC_USFL_2023_W10_SHOWBOATS,,2023,10,USFL,,,0.0,9.0,2.0
