game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2017-X0Oq66zq6D,,2017,1,MLS,,,0.0,0.0,36.1242,31.6838,0.0,4.0,-1.0963,0.0,0.7849,0.0,0.2,0.0,194.0,0.7234,47.0,1.0369,2.2061,0.0,11.0,0.0,15.0,0.0,0.0,0.0,5.0963,0.0,0.0,0.7013,0.0
soccer-mls-2018-X0Oq66zq6D,,2018,1,MLS,,,0.0,0.0,39.8808,31.7994,0.0,47.0,2.8344,0.0,1.0642,0.0,0.1484,0.0,2407.0,0.6676,719.0,1.0842,0.1508,0.0,79.0,0.0,128.0,0.0,0.0,0.0,44.1656,0.0,0.0,0.6661,0.0
soccer-mls-2020-Z2vQ1xlqrA,,2020,1,MLS,,,0.0,0.0,25.064,18.1964,0.0,3.0,1.2198,0.0,1.6852,0.0,0.0,0.0,132.0,0.8788,33.0,1.9351,5.864,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.7802,0.0,0.0,0.8201,0.0
soccer-uslc-2020-2vQ14GKqrA,,2020,1,USLC,,,0.0,0.0,23.4873,15.9553,0.0,2.0,0.5589,0.0,1.3878,0.0,0.0,0.0,96.0,0.8387,31.0,-0.8881,-2.865,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.4411,0.0,0.0,0.8674,0.0
soccer-usl1-2021-ljqE94Vqx0,,2021,1,USL1,,,0.0,-0.0333,31.8274,21.7715,0.0,21.0,1.7973,-0.0272,1.0936,0.0,0.2188,1.0,1831.0,0.7874,635.0,-5.9473,-0.9366,0.0,42.0,1.0,64.0,0.0,0.0333,0.0272,19.2027,-0.0272,0.0605,0.7968,0.0538
soccer-uslc-2022-4wM4E4d5jB,,2022,1,USLC,,,0.0,-0.0543,31.0026,21.3139,0.0,25.0,1.3436,0.0,1.0568,0.0,0.137,1.0,1284.0,0.7929,449.0,-3.7739,-0.8405,0.0,48.0,0.0,73.0,0.0,0.0543,0.0,23.6564,0.0,0.0543,0.8013,0.0
soccer-uslc-2023-NWMWgNDMlz,,2023,1,USLC,,,0.0,0.0,29.7838,19.1861,0.0,5.0,1.4406,0.0,1.4047,0.0,0.125,0.0,325.0,0.8349,109.0,-0.4416,-0.4052,0.0,3.0,0.0,8.0,0.0,0.0,0.0,3.5594,0.0,0.0,0.8389,0.0
soccer-uslc-2023-eVq3rNX5WO,,2023,1,USLC,,,0.0,0.0,40.1718,33.3317,0.0,32.0,6.4077,0.0,1.2504,0.0,0.1014,0.0,1416.0,0.6455,378.0,-4.0639,-1.0751,0.0,35.0,0.0,69.0,0.0,0.0,0.0,25.5923,0.0,0.0,0.6563,0.0
soccer-uslc-2024-7vQ7x3YMD1,,2024,1,USLC,,,0.0,0.0,49.4418,43.0651,0.0,4.0,0.3551,0.0,1.0974,0.0,0.25,0.0,306.0,0.6071,84.0,2.1404,2.5482,0.0,7.0,0.0,12.0,0.0,0.0,0.0,3.6449,0.0,0.0,0.5817,0.0
soccer-uslc-2025-7vQ7x3YMD1,,2025,1,USLC,,,0.0,-0.0717,30.4363,20.0808,0.0,34.0,-0.0864,0.0,0.9975,0.0,0.0874,1.0,2685.0,0.8177,1130.0,-1.57,-0.1389,0.0,67.0,0.0,103.0,0.0,0.0717,0.0,34.0864,0.0,0.0717,0.8191,0.0
soccer-uslc-2026-7vQ7x3YMD1,,2026,1,USLC,,,0.0,0.0,30.6614,17.48,0.0,0.0,-0.3512,0.0,0.0,0.0,0.0,0.0,96.0,0.9,40.0,0.7596,1.899,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3512,0.0,0.0,0.881,0.0
