game_id,date,season,week,league,away,home,fumbles,fumbles_lost,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards
FOOTBALL_IFL_2026_8_2_T3ARIZONARATTLERSG20260802OJNP@T2VEGASKNIGHTHAWKS,2026-08-02,2026,,IFL,#3 Arizona Rattlers,#2 Vegas Knight Hawks,,,1.0,7.0,7.0,0.0,7.0,9.0,9.0,0.0,9.0,1.0,7.3,12.0,4.0,1.0,29.0
FOOTBALL_IFL_2026_6_14_TFISHERSFREIGHTG20260614HYJQ@TARIZONARATTLERS,2026-06-14,2026,14,IFL,Fishers Freight,Arizona Rattlers,,,3.0,27.3,50.0,1.0,82.0,3.0,3.0,0.0,3.0,1.0,4.5,9.0,4.0,0.0,18.0
FOOTBALL_IFL_2026_6_20_TARIZONARATTLERSG20260620GMCA@TTUCSONSUGARSKULLS,2026-06-20,2026,15,IFL,Arizona Rattlers,Tucson Sugar Skulls,,,3.0,8.0,19.0,0.0,24.0,7.7,13.0,1.0,23.0,3.0,2.0,6.0,12.0,0.0,24.0
FOOTBALL_IFL_2026_6_27_TNEWMEXICOCHUPACABRASG20260627NH6Q@TARIZONARATTLERS,2026-06-27,2026,16,IFL,New Mexico Chupacabras,Arizona Rattlers,,,3.0,19.3,25.0,0.0,58.0,4.0,6.0,1.0,8.0,2.0,-0.7,2.0,3.0,0.0,-2.0
FOOTBALL_IFL_2026_7_11_TTUCSONSUGARSKULLSG20260711B8WE@TARIZONARATTLERS,2026-07-11,2026,16,IFL,Tucson Sugar Skulls,Arizona Rattlers,,,3.0,13.7,30.0,0.0,41.0,15.0,15.0,0.0,15.0,1.0,5.0,6.0,3.0,1.0,15.0
FOOTBALL_IFL_2026_7_6_TARIZONARATTLERSG20260706J8KX@TSANDIEGOSTRIKEFORCE,2026-07-06,2026,17,IFL,Arizona Rattlers,San Diego Strike Force,1.0,1.0,3.0,9.0,16.0,0.0,27.0,8.0,8.0,1.0,8.0,1.0,3.3,7.0,3.0,1.0,10.0
