game_id,date,season,week,league,away,home,conversions,lost_fumbles,receiving_tds,receiving_yards,receptions
45,2025-03-30,2025,1,UFL,SHOWBOATS,PANTHERS,,,,10.0,2.0
48,2025-04-05,2025,2,UFL,DEFENDERS,SHOWBOATS,,,0.0,6.0,2.0
52,2025-04-12,2025,3,UFL,SHOWBOATS,ROUGHNECKS,1.0,1.0,1.0,79.0,6.0
55,2025-04-18,2025,4,UFL,PANTHERS,SHOWBOATS,,,0.0,33.0,3.0
58,2025-04-25,2025,5,UFL,STALLIONS,SHOWBOATS,,,0.0,65.0,5.0
81,2025-05-03,2025,6,UFL,ROUGHNECKS,SHOWBOATS,,,0.0,29.0,3.0
69,2025-05-16,2025,8,UFL,BRAHMAS,SHOWBOATS,,1.0,0.0,11.0,1.0
73,2025-05-24,2025,9,UFL,SHOWBOATS,RENEGADES,,,0.0,29.0,2.0
