game_id,date,season,week,league,away,home,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,,2.0,2.0,,,,2.0,,33.0,-6.0
2023-05-20-LA-COL,2023-05-20,2023,4,,LA,COL,,1.0,,,,,,,8.0,
2023-06-03-LA-SD,2023-06-03,2023,6,,LA,SD,,1.0,1.0,1.0,,1.0,1.0,,12.0,
2023-06-09-LA-POR,2023-06-09,2023,7,,LA,POR,1.0,5.0,2.0,,2.0,,2.0,,59.0,-19.0
2023-06-18-SEA-LA,2023-06-18,2023,8,,SEA,LA,,4.0,3.0,,1.0,1.0,3.0,,71.0,8.0
2023-06-24-SD-LA,2023-06-24,2023,9,,SD,LA,,5.0,3.0,,,,4.0,1.0,38.0,-19.0
2023-06-30-SLC-LA,2023-06-30,2023,10,,SLC,LA,,4.0,4.0,,,,4.0,,22.0,16.0
2023-07-15-LA-OAK,2023-07-15,2023,12,,LA,OAK,,1.0,1.0,,,,1.0,,16.0,-5.0
