game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-10-CHI-IND,2023-06-10,2023,7,,CHI,IND,,,1.0,1.0,,,1.0,,3.0,
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,,,2.0,2.0,,,2.0,,20.0,-2.0
2023-06-23-DET-CHI,2023-06-23,2023,9,,DET,CHI,1.0,,6.0,5.0,,,6.0,,5.0,26.0
2023-06-24-CHI-DET,2023-06-24,2023,9,,CHI,DET,,,,,,,,1.0,,
2025-04-24-NY-OAK,2025-04-24,2025,1,,NY,OAK,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-04-25-NY-LV,2025-04-25,2025,1,,NY,LV,0.0,1.0,,,0.0,2.0,,0.0,48.0,40.0
2025-05-09-MTL-NY,2025-05-09,2025,3,,MTL,NY,0.0,0.0,,,0.0,0.0,,0.0,15.0,7.0
2025-05-16-NY-BOS,2025-05-16,2025,4,,NY,BOS,0.0,1.0,,,0.0,0.0,,0.0,0.0,0.0
2025-05-17-NY-MTL,2025-05-17,2025,4,,NY,MTL,0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0
2025-05-23-NY-PHI,2025-05-23,2025,5,,NY,PHI,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-06-01-NY-TOR,2025-06-01,2025,6,,NY,TOR,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-06-06-NY-DC,2025-06-06,2025,7,,NY,DC,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-06-14-DC-NY,2025-06-14,2025,8,,DC,NY,0.0,0.0,,,0.0,0.0,,0.0,13.0,0.0
2025-06-20-TOR-NY,2025-06-20,2025,9,,TOR,NY,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-07-13-PHI-NY,2025-07-13,2025,12,,PHI,NY,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-07-19-BOS-NY,2025-07-19,2025,13,,BOS,NY,0.0,0.0,,,0.0,0.0,,0.0,-3.0,0.0
