game_id,date,season,week,league,away,home,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
FOOTBALL_CFL_2021_10_15_WPG@EDM,2021-10-15,2021,1,CFL,WPG,EDM,68.0,5.0,4.0,49.0,323.0,14.0,5.0,4.0,43.0,14.0,2.0,2.0
FOOTBALL_CFL_2021_10_1_WPG@BC,2021-10-01,2021,1,CFL,WPG,BC,73.0,5.0,5.0,119.0,347.0,12.0,3.0,3.0,29.0,12.0,3.0,3.0
FOOTBALL_CFL_2021_10_23_BC@WPG,2021-10-23,2021,1,CFL,BC,WPG,86.0,7.0,6.0,108.0,457.0,7.0,,,,6.0,6.0,6.0
FOOTBALL_CFL_2021_10_8_EDM@WPG,2021-10-08,2021,1,CFL,EDM,WPG,73.0,5.0,5.0,104.0,340.0,6.0,4.0,1.0,24.0,5.0,3.0,2.0
FOOTBALL_CFL_2021_9_18_WPG@EDM,2021-09-18,2021,1,CFL,WPG,EDM,72.0,6.0,6.0,125.0,400.0,5.0,3.0,,,4.0,4.0,4.0
