game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140ATL,2021-05-14,2021,1,WNBA,CON,ATL,,1.0,3.0,0.75,4.0,3.0,2.0,,,,20.133333333333333,1.0,-6.0,6.0,4.0,2.0,1.0
WNBA_202105190ATL,2021-05-19,2021,1,WNBA,CHI,ATL,,1.0,3.0,0.5,6.0,3.0,,0.167,6.0,1.0,17.816666666666666,3.0,-12.0,7.0,6.0,2.0,1.0
WNBA_202105210IND,2021-05-21,2021,1,WNBA,ATL,IND,1.0,1.0,1.0,,2.0,,2.0,,,,20.1,3.0,-6.0,,4.0,1.0,
WNBA_202105250CHI,2021-05-25,2021,1,WNBA,ATL,CHI,1.0,2.0,,0.429,7.0,3.0,2.0,0.333,3.0,1.0,24.133333333333333,3.0,8.0,7.0,3.0,3.0,1.0
WNBA_202105270ATL,2021-05-27,2021,1,WNBA,DAL,ATL,,1.0,4.0,0.75,4.0,3.0,2.0,,2.0,,19.133333333333333,,-4.0,6.0,4.0,1.0,
WNBA_202105290NYL,2021-05-29,2021,1,WNBA,ATL,NYL,,2.0,7.0,0.625,8.0,5.0,1.0,1.0,2.0,2.0,29.45,4.0,-7.0,12.0,11.0,2.0,1.0
WNBA_202106040MIN,2021-06-04,2021,1,WNBA,ATL,MIN,2.0,,1.0,,1.0,,3.0,0.5,4.0,2.0,23.883333333333333,,14.0,2.0,1.0,2.0,
WNBA_202106060MIN,2021-06-06,2021,1,WNBA,ATL,MIN,2.0,,3.0,1.0,2.0,2.0,4.0,0.5,2.0,1.0,21.9,2.0,-7.0,5.0,5.0,1.0,3.0
WNBA_202106090ATL,2021-06-09,2021,1,WNBA,SEA,ATL,,,5.0,0.667,6.0,4.0,,,,,24.4,7.0,-10.0,8.0,12.0,,1.0
WNBA_202106110ATL,2021-06-11,2021,1,WNBA,SEA,ATL,1.0,,2.0,1.0,3.0,3.0,3.0,,,,16.216666666666665,,-11.0,6.0,2.0,,
WNBA_202106130ATL,2021-06-13,2021,1,WNBA,WAS,ATL,5.0,1.0,4.0,0.667,3.0,2.0,4.0,1.0,2.0,2.0,27.8,3.0,26.0,6.0,7.0,1.0,2.0
WNBA_202106170WAS,2021-06-17,2021,1,WNBA,ATL,WAS,,,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,13.166666666666666,,-5.0,3.0,5.0,,1.0
WNBA_202106230ATL,2021-06-23,2021,1,WNBA,MIN,ATL,2.0,3.0,4.0,0.25,4.0,1.0,3.0,1.0,2.0,2.0,31.033333333333335,3.0,5.0,4.0,7.0,3.0,1.0
WNBA_202106260ATL,2021-06-26,2021,1,WNBA,NYL,ATL,,,,0.333,6.0,2.0,,,,,17.433333333333334,1.0,-26.0,4.0,1.0,1.0,
WNBA_202106290ATL,2021-06-29,2021,1,WNBA,NYL,ATL,,2.0,3.0,,6.0,,,0.5,2.0,1.0,17.166666666666668,3.0,-8.0,1.0,6.0,1.0,
WNBA_202107020SEA,2021-07-02,2021,1,WNBA,ATL,SEA,,,,0.625,8.0,5.0,1.0,,,,20.033333333333335,2.0,4.0,10.0,2.0,1.0,1.0
WNBA_202107040LVA,2021-07-04,2021,1,WNBA,ATL,LVA,1.0,,1.0,0.75,4.0,3.0,3.0,1.0,4.0,4.0,20.716666666666665,,-13.0,10.0,1.0,,
WNBA_202107090CON,2021-07-09,2021,1,WNBA,ATL,CON,,2.0,3.0,0.667,3.0,2.0,2.0,,,,20.566666666666666,,1.0,4.0,3.0,1.0,1.0
WNBA_202107110ATL,2021-07-11,2021,1,WNBA,IND,ATL,3.0,,5.0,0.429,7.0,3.0,4.0,0.5,4.0,2.0,24.8,2.0,-6.0,8.0,7.0,,
WNBA_202108150PHO,2021-08-15,2021,1,WNBA,ATL,PHO,,1.0,1.0,0.5,4.0,2.0,1.0,,,,21.8,2.0,-8.0,4.0,3.0,1.0,
WNBA_202108170LAS,2021-08-17,2021,1,WNBA,ATL,LAS,2.0,1.0,1.0,1.0,4.0,4.0,3.0,0.333,3.0,1.0,21.066666666666666,5.0,-2.0,9.0,6.0,3.0,2.0
WNBA_202108190LAS,2021-08-19,2021,1,WNBA,ATL,LAS,1.0,2.0,3.0,0.6,5.0,3.0,2.0,,,,23.033333333333335,1.0,-8.0,6.0,4.0,,1.0
WNBA_202108210ATL,2021-08-21,2021,1,WNBA,PHO,ATL,,,3.0,,,,2.0,0.5,2.0,1.0,32.56666666666667,,-9.0,1.0,3.0,3.0,1.0
WNBA_202108240ATL,2021-08-24,2021,1,WNBA,CHI,ATL,2.0,4.0,1.0,0.286,7.0,2.0,,0.5,4.0,2.0,29.266666666666666,5.0,-7.0,6.0,6.0,,1.0
WNBA_202108260ATL,2021-08-26,2021,1,WNBA,LVA,ATL,3.0,1.0,1.0,0.429,7.0,3.0,4.0,,,,27.5,1.0,-7.0,6.0,2.0,,
WNBA_202109020DAL,2021-09-02,2021,1,WNBA,ATL,DAL,2.0,4.0,6.0,0.5,2.0,1.0,,0.5,2.0,1.0,31.416666666666668,,-9.0,3.0,6.0,1.0,1.0
WNBA_202109050DAL,2021-09-05,2021,1,WNBA,ATL,DAL,3.0,4.0,1.0,0.455,11.0,5.0,1.0,,,,32.56666666666667,3.0,7.0,10.0,4.0,,
WNBA_202109080ATL,2021-09-08,2021,1,WNBA,PHO,ATL,3.0,1.0,8.0,0.6,10.0,6.0,3.0,,,,31.9,1.0,6.0,12.0,9.0,1.0,1.0
WNBA_202109100WAS,2021-09-10,2021,1,WNBA,ATL,WAS,,2.0,3.0,0.2,5.0,1.0,3.0,,2.0,,18.9,4.0,-5.0,2.0,7.0,2.0,1.0
WNBA_202109140ATL,2021-09-14,2021,1,WNBA,IND,ATL,1.0,5.0,3.0,0.6,5.0,3.0,1.0,0.5,2.0,1.0,25.833333333333332,3.0,2.0,7.0,6.0,,3.0
WNBA_202109160ATL,2021-09-16,2021,1,WNBA,LAS,ATL,1.0,1.0,5.0,0.667,3.0,2.0,2.0,1.0,2.0,2.0,30.416666666666668,1.0,1.0,6.0,6.0,2.0,
WNBA_202109190CON,2021-09-19,2021,1,WNBA,ATL,CON,2.0,1.0,4.0,0.5,6.0,3.0,1.0,,2.0,,24.85,,-17.0,6.0,4.0,1.0,
WNBA_202205200ATL,2022-05-20,2022,1,WNBA,WAS,ATL,1.0,1.0,4.0,0.333,3.0,1.0,4.0,,,,15.25,1.0,,2.0,5.0,1.0,1.0
