game_id,date,season,week,league,away,home,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
FOOTBALL_CFL_2019_7_20_BC@SSK,2019-07-20,2019,1,CFL,BC,SSK,67.0,6.0,6.0,93.0,,365.0,4.0,,,,4.0,4.0,4.0
FOOTBALL_CFL_2019_7_27_SSK@BC,2019-07-27,2019,1,CFL,SSK,BC,63.0,6.0,6.0,158.0,1.0,356.0,10.0,2.0,2.0,48.0,10.0,4.0,4.0
FOOTBALL_CFL_2019_7_6_CGY@SSK,2019-07-06,2019,1,CFL,CGY,SSK,64.0,2.0,2.0,39.0,,124.0,4.0,1.0,1.0,36.0,4.0,1.0,1.0
FOOTBALL_CFL_2019_8_1_HAM@SSK,2019-08-01,2019,1,CFL,HAM,SSK,80.0,3.0,3.0,35.0,,169.0,11.0,3.0,3.0,40.0,10.0,1.0,1.0
FOOTBALL_CFL_2019_8_9_SSK@MTL,2019-08-09,2019,1,CFL,SSK,MTL,63.0,3.0,3.0,58.0,,172.0,4.0,1.0,1.0,28.0,4.0,2.0,1.0
