game_id,date,season,week,league,away,home,def_solo,def_tot,ret_lg,ret_num,ret_yds
FOOTBALL_CFL_2019_11_2_TOR@HAM,2019-11-02,2019,1,CFL,TOR,HAM,5.0,5.0,,,
FOOTBALL_CFL_2019_9_14_HAM@CGY,2019-09-14,2019,1,CFL,HAM,CGY,,,8.0,2.0,9.0
FOOTBALL_CFL_2019_9_2_TOR@HAM,2019-09-02,2019,1,CFL,TOR,HAM,,,11.0,1.0,11.0
