game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,3.0,5.0,,11.0,,12.0,14.0,7.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,1.0,4.0,8.0,5.0,46.0,5.0,39.0,5.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,1.0,,1.0,2.0,9.0,3.0,8.0,
