game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,pass_att,pass_cmp,pass_lg,pass_yds,passing_tds,passing_yards,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,sacks,score_pts,tackles
FOOTBALL_CFL_2021_10_16_CGY@BC,2021-10-16,2021,1,CFL,CGY,BC,,,,,,,,,67.0,2.0,2.0,118.0,1.0,133.0,,,
FOOTBALL_CFL_2021_10_1_WPG@BC,2021-10-01,2021,1,CFL,WPG,BC,,,,,,,,,66.0,3.0,3.0,51.0,,170.0,,,
FOOTBALL_CFL_2021_10_23_BC@WPG,2021-10-23,2021,1,CFL,BC,WPG,,,,,,,,,61.0,1.0,1.0,16.0,1.0,61.0,,,
FOOTBALL_CFL_2021_10_30_BC@TOR,2021-10-30,2021,1,CFL,BC,TOR,,,,,,,,,66.0,4.0,4.0,106.0,,245.0,,,
FOOTBALL_CFL_2021_11_12_CGY@BC,2021-11-12,2021,1,CFL,CGY,BC,,,,,,,,,47.0,2.0,2.0,14.0,,87.0,,,
FOOTBALL_CFL_2021_11_19_EDM@BC,2021-11-19,2021,1,CFL,EDM,BC,,,,,,,,,66.0,6.0,6.0,144.0,,359.0,,,
FOOTBALL_CFL_2021_11_5_BC@HAM,2021-11-05,2021,1,CFL,BC,HAM,,,,,,,,,32.0,1.0,3.0,27.0,,32.0,,,
FOOTBALL_CFL_2021_8_19_EDM@BC,2021-08-19,2021,1,CFL,EDM,BC,,,,,,,,,70.0,3.0,3.0,68.0,,199.0,,1.0,
FOOTBALL_CFL_2021_8_28_BC@OTT,2021-08-28,2021,1,CFL,BC,OTT,,,,,,,,,70.0,5.0,5.0,117.0,,312.0,,2.0,
FOOTBALL_CFL_2021_9_11_OTT@BC,2021-09-11,2021,1,CFL,OTT,BC,,,,,,,,,71.0,8.0,8.0,168.0,,504.0,,,
FOOTBALL_CFL_2021_9_18_BC@MTL,2021-09-18,2021,1,CFL,BC,MTL,,,,,,,,,67.0,5.0,5.0,128.0,,309.0,,,
FOOTBALL_CFL_2021_9_24_SSK@BC,2021-09-24,2021,1,CFL,SSK,BC,,,,,,,,,69.0,5.0,5.0,110.0,,308.0,,,
FOOTBALL_CFL_2022_10_15_WPG@BC,2022-10-15,2022,1,CFL,WPG,BC,,,,,,,,,64.0,5.0,5.0,85.0,1.0,266.0,,,
FOOTBALL_CFL_2022_10_21_BC@EDM,2022-10-21,2022,1,CFL,BC,EDM,,,,,,,,,63.0,4.0,4.0,58.0,,240.0,,1.0,
FOOTBALL_CFL_2022_10_28_BC@WPG,2022-10-28,2022,1,CFL,BC,WPG,,,,,,,,,63.0,1.0,1.0,15.0,,63.0,,,
FOOTBALL_CFL_2022_10_8_BC@TOR,2022-10-08,2022,1,CFL,BC,TOR,,,,,,,,,65.0,3.0,3.0,73.0,,188.0,,,
FOOTBALL_CFL_2022_11_13_BC@WPG,2022-11-13,2022,1,CFL,BC,WPG,,,,,,,,,56.0,7.0,6.0,107.0,1.0,308.0,,1.0,
FOOTBALL_CFL_2022_11_6_CGY@BC,2022-11-06,2022,1,CFL,CGY,BC,,,,,,,,,68.0,3.0,3.0,78.0,,200.0,,,
FOOTBALL_CFL_2022_6_11_EDM@BC,2022-06-11,2022,1,CFL,EDM,BC,,,,,,,,,68.0,9.0,9.0,173.0,,563.0,,,
FOOTBALL_CFL_2022_6_25_TOR@BC,2022-06-25,2022,1,CFL,TOR,BC,,,,,,,,,68.0,6.0,6.0,125.0,,379.0,,,
FOOTBALL_CFL_2022_6_30_BC@OTT,2022-06-30,2022,1,CFL,BC,OTT,,,,,,,,,71.0,6.0,6.0,155.0,,383.0,,,
FOOTBALL_CFL_2022_7_21_HAM@BC,2022-07-21,2022,1,CFL,HAM,BC,,,,,,,,,67.0,3.0,3.0,76.0,,194.0,,,
FOOTBALL_CFL_2022_7_29_BC@SSK,2022-07-29,2022,1,CFL,BC,SSK,,,,,,,,,67.0,4.0,4.0,89.0,,259.0,,2.0,
FOOTBALL_CFL_2022_7_9_WPG@BC,2022-07-09,2022,1,CFL,WPG,BC,,,,,,,,,67.0,4.0,4.0,136.0,1.0,210.0,,,
FOOTBALL_CFL_2022_8_13_BC@CGY,2022-08-13,2022,1,CFL,BC,CGY,,,,,,,,,76.0,8.0,8.0,297.0,1.0,518.0,,1.0,
FOOTBALL_CFL_2022_8_19_BC@SSK,2022-08-19,2022,1,CFL,BC,SSK,,,,,,,,,74.0,5.0,5.0,139.0,,322.0,,,
FOOTBALL_CFL_2022_8_26_SSK@BC,2022-08-26,2022,1,CFL,SSK,BC,,,,,,,,,60.0,2.0,2.0,48.0,,120.0,,,
FOOTBALL_CFL_2022_8_6_EDM@BC,2022-08-06,2022,1,CFL,EDM,BC,,,1.0,1.0,1.0,1.0,,,66.0,7.0,7.0,141.0,,437.0,,,
FOOTBALL_CFL_2022_9_17_BC@CGY,2022-09-17,2022,1,CFL,BC,CGY,,,,,,,,,71.0,3.0,3.0,59.0,,209.0,,,
FOOTBALL_CFL_2022_9_24_CGY@BC,2022-09-24,2022,1,CFL,CGY,BC,,,,,,,,,60.0,2.0,2.0,24.0,,72.0,,,
FOOTBALL_CFL_2022_9_30_OTT@BC,2022-09-30,2022,1,CFL,OTT,BC,,,,,,,,,68.0,5.0,5.0,136.0,,326.0,,,
FOOTBALL_CFL_2022_9_9_BC@MTL,2022-09-09,2022,1,CFL,BC,MTL,,,1.0,1.0,2.0,2.0,,,65.0,3.0,3.0,82.0,,184.0,,,
6245,2022-08-06,2022,9,CFL,EDM,BC,0.0,,,,,,0.0,1.0,,,,,,,,,
6262,2022-09-09,2022,14,CFL,BC,MTL,0.0,,,,,,0.0,2.0,,,,,,,,,
9889341,2023-09-16,2023,15,CFL,OTT,BC,,0.0,,,,,,,,,,,,,0.0,,0.0
9889343,2023-09-22,2023,16,CFL,BC,EDM,,0.0,,,,,,,,,,,,,0.0,,0.0
