game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,targets
FOOTBALL_AAF_2019_2_17_ATL@SD,2019-02-17,2019,2,AAF,ATL,SD,0.0,70.0,8.0,4.0,0.0,12.0,8.0
FOOTBALL_AAF_2019_2_24_BIR@ATL,2019-02-24,2019,3,AAF,BIR,ATL,0.0,29.0,3.0,3.0,0.0,9.0,3.0
