game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202205060WAS,2022-05-06,2022,1,WNBA,IND,WAS,1.0,,10.0,,3.0,,0.385,13.0,5.0,4.0,0.6,5.0,3.0,,34.53333333333333,3.0,-8.0,13.0,13.0,,3.0
WNBA_202205080IND,2022-05-08,2022,1,WNBA,LAS,IND,,1.0,7.0,,1.0,,0.5,12.0,6.0,3.0,0.333,3.0,1.0,,27.566666666666666,2.0,-9.0,13.0,9.0,,1.0
WNBA_202205100IND,2022-05-10,2022,1,WNBA,MIN,IND,3.0,,2.0,0.5,2.0,1.0,0.444,9.0,4.0,2.0,,3.0,,,27.7,3.0,16.0,9.0,5.0,2.0,3.0
WNBA_202205130NYL,2022-05-13,2022,1,WNBA,IND,NYL,1.0,,10.0,,2.0,,0.333,15.0,5.0,3.0,0.5,4.0,2.0,,34.43333333333333,7.0,11.0,12.0,17.0,1.0,3.0
WNBA_202205150IND,2022-05-15,2022,1,WNBA,ATL,IND,3.0,,4.0,0.6,5.0,3.0,0.375,16.0,6.0,,0.429,7.0,3.0,,31.8,2.0,-2.0,18.0,6.0,,3.0
WNBA_202205270IND,2022-05-27,2022,1,WNBA,LAS,IND,1.0,1.0,5.0,0.75,4.0,3.0,0.462,13.0,6.0,3.0,1.0,2.0,2.0,,24.683333333333334,,-7.0,17.0,5.0,1.0,2.0
WNBA_202205310IND,2022-05-31,2022,1,WNBA,WAS,IND,3.0,,4.0,0.5,4.0,2.0,0.385,13.0,5.0,5.0,0.5,2.0,1.0,,29.416666666666668,,-11.0,13.0,4.0,,3.0
WNBA_202206010NYL,2022-06-01,2022,1,WNBA,IND,NYL,4.0,,4.0,,2.0,,0.222,9.0,2.0,2.0,,,,,31.616666666666667,2.0,-3.0,4.0,6.0,1.0,1.0
WNBA_202206050ATL,2022-06-05,2022,1,WNBA,IND,ATL,,1.0,3.0,,2.0,,0.364,11.0,4.0,3.0,0.667,3.0,2.0,,22.433333333333334,1.0,-9.0,10.0,4.0,,5.0
WNBA_202206080CON,2022-06-08,2022,1,WNBA,IND,CON,,1.0,4.0,0.25,4.0,1.0,0.533,15.0,8.0,2.0,1.0,2.0,2.0,,29.933333333333334,3.0,-14.0,19.0,7.0,2.0,2.0
WNBA_202206100IND,2022-06-10,2022,1,WNBA,NYL,IND,1.0,,5.0,,2.0,,0.538,13.0,7.0,3.0,0.5,2.0,1.0,,29.85,4.0,-14.0,15.0,9.0,,2.0
WNBA_202206120MIN,2022-06-12,2022,1,WNBA,IND,MIN,4.0,2.0,11.0,1.0,2.0,2.0,0.8,10.0,8.0,3.0,0.6,5.0,3.0,,35.35,3.0,-3.0,21.0,14.0,1.0,2.0
WNBA_202206150IND,2022-06-15,2022,1,WNBA,PHO,IND,1.0,,8.0,,2.0,,0.143,7.0,1.0,3.0,1.0,2.0,2.0,,30.25,6.0,-11.0,4.0,14.0,,3.0
WNBA_202206190IND,2022-06-19,2022,1,WNBA,CHI,IND,1.0,,11.0,1.0,1.0,1.0,0.647,17.0,11.0,,0.6,5.0,3.0,,34.916666666666664,,1.0,26.0,11.0,,2.0
