game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,33.0,,,12.0,27.0,,4.0,,60.0,,,,,
NLL_2021_SEASON_TOTAL,,,1,,,,55.0,,,17.0,47.0,,8.0,,102.0,,,,,
NLL_2022_SEASON_TOTAL,,,1,,,,60.0,,,18.0,46.0,,2.0,,106.0,12.0,10.0,,,
NLL_2023_SEASON_TOTAL,,,1,,,,45.0,,,18.0,42.0,,8.0,,87.0,5.0,6.0,1.0,,
703331825,2025-10-29,2025,1,NLL,GEORGIA,BUFFALO,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,,1.0,1.0
